,comment_text,hf
1800,"USER What, nulis ""sportifitas"" saja salah? Harusnya kan ""sportivitas"" baru benar. Ahai... banci kaleng kena goreng lagi... memalukan si gembel warnet. \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",1
1801,"Capai 96%, Presiden Jokowi Akan Tinjau Progres Pembangunan Bandara Kertajati ; ;",0
1802,USER Yg di kuatirkan pki triak pki .',0
1803,"USER USER ya iyalah.. Minions kan gak main di MD1,, jadi Duo Daddies Naik dari MD2 ke MD1, Fajar/Ardianto Naik dari MD3 ke MD2.'",0
1804,USER Makanya tuntut Golkar agar pecat Setya Novanto dari DPR dan pembelanya USER USER mundur dari pimpinan kalo punya malu,1
1805,"USER Negara ini sudah terjual......\nInilah hebatnya paek lek jokowi itu, negara udh d keteng, dan sdh ada dua kuasa pemerintah d negara ini, CPNS thn ini d khusskn untk sinamata sipit, sdh memperkosa negara sendiri, pngkhianat dsar PKI.'",1
1806,USER Bangsat banci manatuh\xf0\x9f\x98\x82',1
1807,USER kalo saya ketawa sipit dua duanya? itu kenapa?',0
1808,USER Eh jancuk dimana',0
1809,USER baca berulang ulang tetep ga ngerti gara gara libur trus jadi goblog lama lama',0
1810,\xe2\x80\xa2 Tinggi : 173 Cm\n\n\xe2\x80\xa2 Berat : 47 Kg\n\n\xe2\x80\xa2 Ciri Fisik :\n - Tinggi\n - Langsing\n - Mata sipit\n - Hidung Mancung',0
1811,"USER Saya jadi teringat Bu Vero.; ; Selama hari-hari menemani Pak Ahok sebagai Gubernur DKI Jakarta dan ketika menjalani sidang atas penistaan agama, saya melihat ketabahan beliau. Sungguh kepribadian yang teguh.",0
1812,"USER Ahok gak nista Islam, dia korban politik keji, anak bangsa dgn prestasi dimatikan. Yg goblok siapa coba?'",1
1813,USER Cebong kakean istilah tapi tetep aja hasilnya 0',1
1814,"Well udh bertaun-taun hidup di dunia, udah bergaul dengan banyak org (mungkin HAHA), tetep aja ga pernah nyaman kalau udah bicara tentang ""warna kulit, mata sipit"" \nMama itu org sunda asli, menikah sama papa yg keturunan ""orang china""'",0
1815,"USER Wah.. Bangkai kapal kog bisa mengganggu ekosistim dan menjadi sampah utk biota laut, ikan... Ilmu baru ya...'",0
1816,Sukses USER ; 1. Sukses Prestasi ; 2. Sukses Administrasi ; 3. Sukses Pelaksanaan ; 4. Sukses Ekonomi ; 5. Sukses Menjadi warisan dan kebanggaan bagi generasi selanjutnya.; Cc. USER USER USER ; #AsianGames2018,0
1817,"USER Speaker Parlimen Hutan Rimba yg speaker dia adalah Ungka, jadi Ahli2 Yang Berhormat yg ikut Kepala Monyet ( Parti Beruk2 Nyanyuk ) adalah Kera2 yg tak cukup makan ikut jela. \n\nParlimen Malaysia UmnoBN = Parlimen Hutan Rimba Taman Negara'",1
1818,"Ada yang hobby :\nNgutang \nJual Asset\nSibuk Segala Urusan\nJual Issue Radikal\nImpor hasil tani/ternak\nImpor TKA\nAmnesia pura2 lupa\n#miskinMoralitascuihhh\nDan,\nRakyat dibuat PLONGA PLONGO Rp. 14rb/hari sdh TDK MISKIN lg\n\xf0\x9f\xa4\x94\xf0\x9f\x",1
1819,"USER Demo lagi sana ke KPK, tp bawa pasukan nasi bungkus yg lebih banyak biar gak malu2in \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0
1820,Halaqoh&amp;silaturahmi Ulama se Lampung; Penyerahan mandat cawapres ke USER ; #CakIminTheNextWapres #CakImin #Cawapres2019; USER USER,0
1821,buta hati bukan buta mata okay',0
1822,USER USER USER Untungnya greja katolik tidak denial terhadap kobobrokan masa tsb dan mereformasi gereja \xf0\x9f\x91\x8d',0
1823,"ISIS, Al-Qaedah, dan Berbagai Aliran Khawarij Lainnya Bahaya Laten terhadap ISLAM dan UMAT ISLAM",0
1824,USER USER USER USER Kebanyakan minum kencing onta nih ..',1
1825,USER Ketua Komisi II Yakin Jokowi Tolak Penghapusan Pilkada Langsung Ketua Komisi II,0
1826,"USER USER USER asal gk bilang yg mana gpp gituh? kalo dia ngomong semua umat beragama itu bodoh gpp juga? yg penting dia gk bilang umat islam gituh? logika goblok,kalo bilang kitab suci malah lebih parah artinya dia menghina semua agama k",1
1827,USER bacod ngentod. emang ga buat dpt pulsa doang?dapet temen banyak. Biar lo merantau ke tempat org ada yang lo kenal lol.',1
1828,USER balesnya lama banget ih si pecun :( gercep dong ah',1
1829,USER USER mereka emang punya masa kelam tapi mereka sinting klo bilang culture mereka bnyk ditiru krn utk membuka luka lama atau menista\xe2\x80\xa6 mksd nya kan sebagian malah appreciate budaya itu\nsure gue ga habis pikir\ngue blok juga lama2 orang2 itu',0
1830,USER USER Ferdinand harus pintar jaga congor. Jangan sok jagoan. Lawan kita jokowi bukan teman sendiri. Kulihat kau sudah sering serang sana sini kek orang bego. Kubilang jabatan kau sekarang ini diisi oleh Ruhut Tumpul. Artinya otak ka,1
1831,Ayo buang Alquran kitab SAMPAH USER USER USER USER USER USER,1
1832,"Biografi KH Kholilurrahman Cicit Syaikhona Kholil Bangkalan Madura ; Biografi KH Kholilurrahman; ©Siapa yang tak kenal KH Kholilurrahman.; ; Ra Lilur demikian biasa dipanggil, merupakan ulama yang sering didatangi...",0
1833,USER Mata krna sipit dibilang kayak Korea bahkan pas SMA dibilang mirip sama salah satu member SNSD \xf0\x9f\xa4\xa3',0
1834,"Lebih dari itu, Gus Mus bersikap santai. Kepada USER, ia juga meminta pihak USER dan Gus Yasin tidak terlalu menanggapi serangan isu penistaan agama. #GanjarYasin",0
1835,USER Barokalloh Pak .; Saya dukung dengan; #2019GantiPresiden; #2019GantiRezim; #HANCURKANPARTAISETAN,1
1836,USER USER Whahahaahaha mantap tetap pada intinya yaitu ngentod',0
1837,"USER Wkwk masa?\n\nWkwk nanti yerin jadi kotaro, sipit jd pengasuhnya ya ^-^'",0
1838,USER ini semua salah cebong!!',1
1839,"REKAM JEJAK USER, Pendidikan Formal 1. Fakultas Ekonomi, Universitas Gajah Mada #SiapaAniesSandi",0
1840,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,0
1841,RT USER: Ngentot Diatas\nURL,0
1842,orang gendut kontolnya kecil mitos apa fakta :P. ada yang fetish latex disini? :P URL,0
1843,Ulama Jawa Barat Dukung Presiden Joko Widodo Dalam Pilpres 201; USER USER ; #2019TetapJokowi,0
1844,USER: Betapa Tubuh di Indonesia itu terkepung dan tersandera. Tubuh disasar oleh rezim untuk mengukuhkan kekuasaan sistemik.',0
1845,USER USER Kalo Jokowi - Tommy jadi RI1 &amp; RI2 .dipastikan Cebong banyak yg bunuh diri . \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1
1846,"Kalau m\xc3\xa9lihat watak jenderal Moeldoko ini terbaca kalau beliau itu lebih dekat ke dunia bisnis , Moeldoko bekas Panglima TNI yg pernah memberikan Ahok berikut sejumlah pengusaha konglomerat Tionghoa baret n penghargaan sebagai warga besar TNI , je",0
1847,Itu juga boleh bila perlu lengserkan ni orang pada dasarnya pengecut jokowi,1
1848,USER USER USER USER Namanya pembelian investasi dananya bisa dari 2 equity(modal) dan debt(utang). Bank2 tsb cm menyediakan pinjaman dgan bunga yg sgt competitive. Bukan berarti jdi milik asing lagi. Kepemilikan ttp milik Indo,0
1849,"8. Presiden USER: Tahan uji, tahan banting, selalu tawakal, dan berserah diri kepada Allah dengan tetap berusaha dan berikhtiar. Jangan sampai ada pesimisme apapun #JokowiAjakMasyarakatOptimistis",0
1850,"USER USER Bapak aku Nor'Azam . Tu Azam gila hahaha""",0
1851,USER AAHH WINWEN!! SYIAL KENAPA HARUS LESBI.. MY TYPICAL OF MY GIRL BGT!',0
1852,PopulerB1 8: Prabowo Diminta Tak Jadikan Isu Rohingya untuk Tekan Pemerintah URL URL,1
1853,"USER USER Lah, serius? Macem umat katolik dulu sebelum renaissance? Kok gitu \xf0\x9f\x98\x95'",0
1854,"USER Krn itu bbrp milih main di rusia, turki, china krn katanya sih tax heaven \nAlias 48G wes paling bener sambil angkat sekali lagi lightstick mu kawan di sayidan di jalanan tuangkan air kedamaian.'",0
1855,USER USER Maklum ya diriku ini noob. Pantesan ga dibales lagi sama Ko Han.',0
1856,"RT USER: USER Ahok ini sosok yg komplit, selain hatinya busuk, ucapannya menjijikkan, perbuatannya gak kalah brengsek, menista\xe2\x80\xa6'",1
1857,"USER Eue ayo , dikasih ga?'",0
1858,bukan fiktif tapi fiksi,0
1859,ahok telah jadi korban rezim ini. Turunkan Jokowi,1
1860,"USER Aku juga punya temen yg kaya gitu. Dia lesbi ada alasannya kok, dan dia juga sadar kalau jalan yg dia pilih itu ga bener dan gakan bener utk masa depannya. Jadi katanya untuk main\xc2\xb2 di masa skrg aja gt dan aku yakin dia masih bisa sembuh",0
1861,USER Penghianat nkri adalah komplotan yg membuat keputusan merugikan negara !! Tenggelamkan komplotan moncong babi antek pki',1
1862,"Umat Islam tertekan?; Indikasi tertekan itu:; - susah bangun rumah ibadah,; - dilarang melakukan kegiatan keagamaan di rumah,; - kena persekusi saat melakukan kegiatan organisasi keagamaan di tempat umum.; ; Saya rasa, bukan umat Islam di Indonesia yg meng",0
1863,"Tak sabar dengan hinaan kepada Allah dan Rasul-Nya , Ibnu Ummi Maktum menegurnya wanita yahudi itu beberapa kali, namun tak diindahkan oleh wanita Yahudi itu. Terpaksa, beliau memukulnya. Ternyata, pukulan itu mematikan dan perkara ini dilaporkan kpd bag",0
1864,"RT USER: Edan ""USER: Kapolri: Isu Rohingya ""Digoreng"" untuk Menyerang Pemerintahan Jokowi URL",1
1865,"Anda perlu menyadarkan wanita Indonesia, Muhammad bajad setelah Khadijah meninggal, menjadikan perempuan budak seks",1
1866,USER USER USER Ini di sebut defisit negatif dlm ekonomi moneter,0
1867,"USER USER USER Lo yang bego, baca tu ""SALAH SATU"" , makanya baca dulu biar gak Dungu Bong'",1
1868,USER USER USER USER USER USER USER Aktifis 98 ala anak2 pki',0
1869,"Mari kita sebar kebaikan juga utk Jabar dengan meMilih pasangan #Asyik no 3 dan pasangan #SudirmanIda untuk Jateng ,....ALLAHAkbar �??�??",0
1870,USER USER USER USER Bukan dungu IDIOT setambak',0
1871,"\xc3\x8fPSK mengaku mahasiswi, pasang tarif Rp 150 ribu untuk ditiduri | URL URL",0
1872,"RT USER: Berbenah alon-alon. kurangi leh mu do mayak sebelum kick off blayer-blayer wira-wiri nggowo gendero mengatas namakan geng, ko\xe2\x80\xa6'",0
1873,USER USER Lucuk dan sipit hmmm',0
1874,USER USER USER Tai luh mah',1
1875,USER maunya mah gt aw cm ya gmn titit gua kan burik',0
1876,"Scroll insta dak Farah ni tetiba terasa mcam cerita '3 idiot'... Gambaq pra matang semua \xf0\x9f\x98\x82""",0
1877,Mengapa Rasulullah SAW Anjurkan Setiap Muslim Berdagang? | Republika Online,0
1878,USER USER Kalau menurut aku mirip kang konter di deket rumah aku wkwkwk koko koko sipit \xf0\x9f\x98\x82',0
1879,RT USER USER hutang makin gede.rakyat makin susah.dah ye alay politik lo,1
1880,USER Terasa org cina baca tweet aku hahaha',0
1881,RT USER: USER USER kunyuk satu nih yg gua punya wkwkwkk',0
1882,Ganyang PKI sekuat tenaga,1
1883,USER USER 1) DPR mempunyai legislasi nasional ternakin cebong gk pk ngomong',1
1884,USER Saya berharap bukan PKS yg bubar tpi PKI dan PDIP yg bubar',1
1885,"""...Demikianlah Allah membiarkan sesat orang kafir"" (QS 40 : 74)'",0
1886,"Nanti lagi kalau dikasih PR segara kerjakan jangan sampai molor 2 tahun,tuh korbannya banyak dan tukang ceramah yg radikal juga makin bergentayangan.Anggota DPR harus baca buku ""The Power Of Now""....bukan nongton Power OF Love yg nggak laku itu.'",0
1887,Bubarkan KPK.... jika tdk juga buat SOP PENYADAPAN sesuai keputusan MK..,1
1888,"USER Indeks FTSE-100 Berakhir Naik 0,39% Saham-saham Inggris berakhir menguat pada pe",0
1889,"USER Dulu kawan, sekarang lawan...menyelematkan diri masing masing, kalian bajingan semua.'",1
1890,"USER Bapak USER yang terhormat, sungguh jeritan hati USER ini tak sanggup saya tanggung sendiri. Sudilah kiranya bapak presiden yang terhormat memberikan sebuah solusi terkait tiket Lebaran 2018 agar terjangkau oleh semua pemudik. Terima kasih",0
1891,Bapak Infrastruktor... #2019GantiPresiden #2019GantiPresiden USER,1
1892,Cintai budaya kita sob,0
1893,Pendukung berarti dia bagian dr penista agama tersebut!!! Dukung gerakan ini 100%,1
1894,Presiden Filipina arah rahib ditahan; ;,0
1895,"""Belok kanan belok kiri itu namanya berlawanan. Tangan kanan tangan kiri itu namanya saling melengkapi. Berhati-hatilah dalam menilai perbedaan, apalagi pendapat ulama.""",0
1896,"""tanda org munafik ada 3 : kl bicara ia dusta,kl berjanji ia mengingkari,kl di beri amanat ia berkhianat"" - HR.Bukhari'",0
1897,"USER USER Benar sekali pak ustadz,Di daerah saya mayoritas petani karet &amp; Alhamdulillah masyarakat di daerah saya hidup makmur sebelum Jkw jd presiden,Sejak Jkw jd presiden sampai hari ini harga karet sangat anjlok,Petani banyak meng",0
1898,"RT USER: #RETWEET \nGak Ada Kontol, Jari Jadi Sasaran ... \xf0\x9f\x92\xa6\n\n#ngentot #kontol #sangeberat #bokepasia #videomesum\n#videobokepgrat\xe2\x80\xa6'",0
1899,USER Emang ga ada titit kau apa yg mau dipangkas',0
1900,"Slama owo masih hidup & masih nafsu pengen jadi presiden,akan terus muncul isu PKI,Komunis,anti Islam, atau antek cina.muter2 disitu aje",1
1901,USER USER urusin donk cung...kan sesembahan nya bani kacung spt kalian cung \xf0\x9f\x98\x82',1
1902,"Minimnya sentimen positif domestik terkait makroekonomi, moneter serta mulai meningkatnya laju USD dapat menghambat potensi kenaikan Rupiah.",0
1903,Kekasih dumay\n\n\xf0\x9f\x91\xa6: kalo aku kangen sama kamu gimana\n\xf0\x9f\x91\xa7: sholat\n\xf0\x9f\x91\xa6: terus habis sholat?\n\xf0\x9f\x91\xa7: menyadarkan diri\n Kalau aku cuma hayalanmu\n\xf0\x9f\x91\xa6: hadeuuuuuhhhh kntl',0
1904,"USER Tanya tuh profesor, knp gak ada kristen atau katolik nusantara??'",0
1905,Si Om Bule agak geblek ya malem2 begini sepedaan.. Hmm',1
1906,Hshshshjsjs aiman bodo. Selfie dgn spanar \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0
1907,USER Pokonya kita bales tu partai silit item',1
1908,"USER Nah.!!! Itu die..\nWaktu thn 1965, anggota dewan yg bangga jadi anak pki, usianya brp ya??'",0
1909,dulatips hahaha. herannya para cebong ini seneng banget agung2in junjungannya yg plonga-plongo itu \xf0\x9f\xa4\x94',1
1910,Dan adek gue jg yg mau smp langsung disuruh ambil swasta aja karna bokap gue yang padahal jawa gak mau anaknya di sindir2 mulu. Kerasa bgt apa2 di blg cina cina segala macem lah. Gue jujur aja kalo ngga dirasisin gt gue gak bakal rasis kok sama yg beda d,0
1911,Jas merah... �???; ; Regrann from USER - Pernah mendengar kisah Presiden Soekarno dan masjid yang ditutup pemerintah Uni Soviet? ; Mari simak informasi berikut! ; #NahdlatulUlama #IslamNusantara #Islam #NU #Aswaja #Soekarno #Indonesia #NikitaKru�?�,0
1912,Memek di gilir anak nct asik kali ya nghh',0
1913,"Allah SWT tidak bisa diajak gaul Pak Lukman, sukanya dengar orang ngaji terutama ayat penggal kafir dan cocok2 penis",1
1914,LUPA MEMBACA BISMILLAH DIAWAL MAKAN #Islam #IslamTerkini #Dakwah #PosterDakwah #Kajian #Tausiyah #Ceramah #MajelisIlmu #Sunnah #Hijrah #Aswaja #SavePalestina #SaveRohingya #SaveGhouta,0
1915,USER A. 2013 tepatnya tanggal 22 september 2013\n#AFFU19Indosiar #timnasDay',0
1916,"PRESIDEN JOKOWI:TINJAU LANGSUNG,PRESIDEN PASTIKAN BIJB BISA UJI COBA BULAN DEPAN",0
1917,anies akan merangkul dua2nya untuk persatuan tidak spt ente dangkal & cekak intelektual hanya jadi budak ahok kafir.,1
1918,"Sy pribadi sangat kagum pada pak USER dari sebuah artikel bagaimana beliau menolong seorg ibu yg kecopetan,dan memperbaikin rmh ibu itu stlh hancur puting beliung.tpa byk media tau.saat dia menjabat mentri",0
1919,USER Enteng banget sih rahangnya tolol-tololin anak orang',0
1920,USER USER cebong mana ngerti. #katawarganet',1
1921,"Nek bener 1,8T brrti yo bajingan tenan wonge.'",1
1922,"USER Ternyata manusia satu ini orang paling busuk,lebih busuk dari bangkai,,zonk zonk'",1
1923,"ketika hal gak masuk akal di bilang bagus, sedangkan akal sehat di bilang pemalas . . . Bejat, majuo kabeh sak perumahan, LOSSSSS, #RaUsahMundurRaUsahWedi'",1
1924,"USER Lgbt itu penyimpangan, tapi kan perasaan ga bisa segampang itu kita atur..... ntah bingung juga'",0
1925,USER USER Sekarang kita liat itu para pendukung ahok engga semua kafir dn juga yg mendukung anies engga semua muslim jadi untuk ap setiap orang yg berbeda haluan selalu dikatain kafir ap mereka yg satu haluan itu paling suci',0
1926,"Mungkin ""KITAB SUCI"" nya Bung USER Atau yg Lain.; Soalnya Bung USER Nggak Singgung Kitab Atau Ayat Suciku.; Lagian Dalam Hal Definisi Meng Aktifkan Imajinasi.; Jadi I Don't Care.., ; Dan yg Pasti KITAB SUCI ku BERBEDA dgn yg Lain.; Bagiku A",1
1927,USER USER temenku jg punya temen di china yg sering main sama fans2 yg punya mata2 dimana-mana gitu deh.. mau aku kenalin? eh tp mereka kalo tau apa2 gt diem ae sih ga bikin thread gini... keknya si mba muach gabisa deh :(',0
1928,USER USER Ini tidak melibatkan uang atau alat tukar. Bukan jual beli. Mau ditukar 5 ekor onta juga boleh. Salah dalil.',0
1929,USER USER USER USER USER USER USER USER USER USER USER USER USER udah mulai kampanye? ntr kalau tetep presidennya Jokowi jgn mencret ya \xf0\x9f\x98,1
1930,"Urus endog saja ga pecus gmn dgn urusan yg lain ,\n\nDasar cungkring dah pea ,minta 2 x'",1
1931,Apakah cocok-cocok penis dengan empat istri akan diijinkan Pak Lukman?,1
1932,USER USER USER USER USER Mana ada janji yg d tepati pak dhe!! Hanya satu yg janji yg d tepati yaitu 10jt lapangan kerja tapi bukan untuk Rakyat tp untuk Tka cina. #Miris',1
1933,USER Tweet kamu bikin netizen suudzon ke kamu. Kurang-kurangin. Ngentod',1
1934,"Indonesia Naik ke Peringkat 2 Global Muslim Travel Index (GMTI) 2018; ; 11 April 2018 - Menteri Pariwisata didampingi oleh Ketua Tim Percepatan Wisata Halal Riyanto Sofyan, dan Asdep Budaya, Oneng Setyorini, menghadiri...",0
1935,Anda memenggal video itu. Untuk menggoreng angin? Cuma orang dungu yang nekat menggoreng angin:),1
1936,Parpol selalu cari pembenaran; Ayo tenggelamkan PDIP di semua level kepala pemerintahan.; Rugi negara rugi bangsa !; ; #2019GantiPresiden ; #2019PresidenBaru,1
1937,USER Humor gua anjir gobs. Kenapa jadi developer games dah ea wkwkkwkwkw',0
1938,"USER USER USER Ya kalau niatnya spt itu, dari sebelum rezim skg NTB sdh miskin, lah busung lapar dikampung dekat kantornya aja dia cuek ... gmn mau katakan dia mencari dukungan mengentaskan kemiskinan... paling sdh ketakutan diburu KPK",0
1939,USER Dasar brengsek',1
1940,RT USER: USER USER USER kafir PKI nyamar jd islam dia. yg jelek2in jkw itu kafir PKI smua.,1
1941,RT USER: Wkwkwkwk..... Pdhl yg sering main klaim program dan hsl kerja org lain ya dia sdri dan pdkg2 nya URL,1
1942,Mereka berbicara era habibie hingga SBY mereka hidup tenang karena mereka percaya tdk akan adanya isu rasial. Era ini mereka khawatir sejak TKA RRC masuk secara masif. Maka akan ada isu rasial yg mereka percaya \xf0\x9f\x98\xa2',1
1943,alumni sekte togel banyak kena gangguan jiwa :)) #KARMA,1
1944,RT USER Gerindra perusuh prabowo utang gak makanya gak bisa bayar karyawan,1
1945,Ih geblek sp yg bilang airplane pt.2 bawa2 islam alquran sgala \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1 lebih ke latin drpd arabic song kali \xf0\x9f\x98\xa7',0
1946,"USER Kalau dpkir walaupun kita tdk stuju ""islam nusantara""tp scr gak langsung nama ""islam"" kena kena juga imbasnya \xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\nBrengsek tuh Antek Zionis yg nyelip diormas !!'",1
1947,USER lagi baca buku malah kepikiran cara menggulingkan rezim \xf0\x9f\x98\xa9',0
1948,Cie calon maho:( USER',0
1949,"USER aku bataknese x chinese, kristen.\ngaboleh nyalonin jadi ketua osis, hingga akhirnya adek kelas yang dijadiin calon osis. lmao?'",0
1950,"RT USER: Sekali2 yang diangkat ""penyesalan orang-orang Indo yang telah pilih Jokowi"" gitu URL",1
1951,Semoga KTT yg diprakarsai pemerintah bisa menjadi acuan dalam pemecahan masalah terkait nilai2 Islam.; #muslimpro #KTTUlama2018 #KTTIslamWasatiyyah #indonesiabisa #indonesiabertoleransi ;,0
1952,"USER kat dalam lift pun OKU, cacat otak'",0
1953,jaringan indosat memang ampas sekali \n3:) fuck you indosat',1
1954,Lucu deh mobil mobil pejabat negara warnanya ijo ijo tai kuda gt',0
1955,"Gaya beruk preman kampung, begini klo mantan supir tembak metromini masuk dpr. Kampungan berdebat malah ngajak berantam dan ngancam kyk banteng. URL",1
1956,USER Pak USER tolong dong admin-nya disuruh belajar lagi. Masak partai sebesar Gerindra pengetahuan ekonomi dasar seperti ini kalah sama anak saya yang masih usia 11 tahun? Tidak ngerti inflasi? Tidak pernah belajar dari sejarah?,1
1957,"\xe2\x9c\xbe \xe3\x80\x95Nama Lengkap: Jung Hyemi.\n\n\xe2\x9c\xbe \xe3\x80\x95Nama Panggilan: Hyemi.\n\n\xe2\x9c\xbe \xe3\x80\x95Tempat, Tanggal Lahir: Busan, 3 Januari 1995.\n\n\xe2\x9c\xbe \xe3\x80\x95Golongan Darah: A.\n\n\xe2\x9c\xbe \xe3\x80\x95Aga",0
1958,USER Marvel dalam bahasa Ibrani perbudakan artinya aku Yahudi',0
1959,USER Tai kuda diem aja ok.',0
1960,RT USER *uhuk* PKS antek komunis *uhuk*,1
1961,USER Karena yg meneliti orang Kristen China. Hehehe',0
1962,dekalarasi pilkada 2018 aman dan anti hoax komunitas ojek jabon,0
1963,"Agama yang diakui negara, syah &amp; resmi adalah Islam, Kristen, Katolik, Hindu, Budha &amp; khong Cu (Confusius).'",0
1964,"USER Pak USER membawahi Dirjen agama2, Anda dapat mbuat perbandingan posisi Tuhan dalam ajaran agama",1
1965,Atas bujukan setan hasrat yang dijebak zaman',0
1966,"Ini akan sangat membantu dalam menciptakan kondisi keamanan dan kenyamanan penonton itu sendiri. Sebagai gambaran, dengan pemeriksaan keamanan secara manual, satu orang penonton bisa diperiksa selama tiga menit untuk pengecekan tiket dan barang bawaannya.",0
1967,"Gak apa apa disebut Cebong. Tapi jangan sebut orang lain dengan sebutan kafir, karena kafir tak boleh jadi pemimpin, kafir tak boleh dijadikan teman, kafir harus dimusuhi, dll, dll....\n\nBegitu, tad.'",1
1968,Anggota dpr grup USER bubarkan. URL,1
1969,Cocot bosok.',1
1970,Bekerja membangun negeri.,0
1971,"Hi.. Hi.. Hi.. ; Kitab Suci Berisi Ayat Fiksi alias Hayalan belaka. ; ; Berarti Kitab Suci Berisikan HOAX .; Penyebar Agama = Penyebar Hoax ; ; Pantesan, semakin orang mengimani kitab suci Otak Makin dipantat dekat dengan Kentut ; ?????; #atheis; #Gem",1
1972,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,0
1973,"USER USER USER Salahnya Dia, mukanya jelek, mulutnya bay, otaknya Kotor. Apalagi didikan parte munafik ngaku dakwah kelakuan bejad.'",1
1974,USER USER USER USER USER USER USER USER Cinta itu emg buta \xf0\x9f\x98\x82 terkadang cinta itu buat org yg telinganya bagus jdi budek dan terkadang cinta itu buat org tadinya otaknya normal jadi bloon \xf0\x9f\x98\x82 \n\nBye ah \xf0\x9f\x91\xb,0
1975,Hari ini kami tidak mengkritik USER tapi mengkritik mereka yg terbiasa reaktif atas nama agama namun memilih diam atas pernyataannya. ; Diamnya mereka adalah bukti siapa si pembajak agama.,1
1976,"RT USER: pasti ada yg bacot gini, minta ganti mantel, lah mantel kan banyak, tinggal beli ??\n\nmasalahnya mantel itu mantel yg juml\xe2\x80\xa6'",0
1977,"Assalamualaikum Twips,; ; Banyak yg takut jika Letjen (Purn TNI) Prabowo S, jadi PRESIDEN Indonesia,; ; Tahu kenapa..?; ; Kerna mereka Takut Dosa? di masa lalu nya di Bongkar, baik itu KORUPSI maupun Pelanggaran HAM,; ; #2019GantiPresiden ; ;",1
1978,Mana sempet mimpi lagi gw bangke',0
1979,Indonesia rasa Beijing. usir cina,1
1980,"Terkait RUU Masyarakat Adat, Komitmen Laksanakan Arahan Presiden|",0
1981,USER USER Bisa ular juga protein. Enzim babi juga.',0
1982,RT USER: Banyak tulisan yang lebih parah dari dandhy laksono masih keliaran dan masuk tivi pulak malah membakar sekolah segala...mikir,1
1983,Gimana klo hastagnya diganti dengan lengserkan jokowi,1
1984,USER Kalau cinta; Sudah direkayasa; Banyak bocah disulapnya dewasa; Budi yang kaya; Adat budaya; Tak lagi terjaga �??�,0
1985,"USER USER Taplak meja warung sebelah, ya Allah humorku.'",0
1986,"USER Front Perusak Islam gak bakal demo anies ,sebab sama sama rusaknya, apalagi ketua cabulnya kabur gak tanggung jawab , pengecut munafik hadapi proses hukum'",1
1987,"7. Presiden minta juga Satgas mengawal perizinan ini, dari awal sampai akhir, sehingga semua bisa bekerja dengan efektif , tanpa sumbatan-sumbatan, tanpa ada mengganggu di tengah jalan, sehingga betul-betul ada sebuah perubahan dalam iklim berusaha yang ad",0
1988,Efek TGB Kayaknya bnyk temen2 yg bicaranya mendadak udah kek cebong ya?! \n#OgahJadiCebong',1
1989,USER jancuk kw zonk!!!!',0
1990,"Zhang Yixing ( Cina disederhanakan :\xe5\xbc\xa0 \xe8\x89\xba \xe5\x85\xb4; tradisional Cina :\xe5\xbc\xa0 \xe8\x89\xba \xe5\x85\xb4, pinyin : zhang Yixing ) pada tanggal 7 Oktober tahun 1991 di Changsha , Hunan , Cina . Pada tahun 2008 , ia dilemparkan",0
1991,USER Mantan yg terkutuk',1
1992,USER USER USER Topiknya anies sandi dn saracen. Bkn Adam dn Yesus. Anda sok tau agama ? 150 follower ternak dl biar seru,1
1993,"Dalam PP baru itu, pemerintah menegaskan ketentuan bahwa pemegang Izin Usaha Pertambangan (IUP) dan Izin Usaha Pertambangan Khusus (IUPK) yang sahamnya dimiliki oleh asing untuk melakukan divestasi saham sampai 51 persen secara bertahap. #Freeport51'",0
1994,"USER Wkwk curcol lu bajing, kaga masuk mentab mampus'",1
1995,USER Ga sekalian lu jadiin gua anak nih biar makin sarap',0
1996,RT USER: Heran sama orang yang maksa maksa minta di follow-_-\nBeda loh yha mana yang minta follow buat bercandaan atau mana yang ben\xe2\x80\xa6',0
1997,"mmg kalo gak pernah turun langsung ke lapangan.., maka tdk pernah tahu masalah yg sesungguhnya... panteslah kalo jadi jongos Cina... huft",1
1998,"USER USER USER Lebih sadis gerombolan elo saat SBY berkuasa, sampel bawa kebo segala.. klo rezim kodok bawa babi udh diciduk.. gitu bong.. ingat jangan mendem aja di kolam butek.. otak Lo jadi pindah ke dengkul bong..\xf0",1
1999,USER namaku sipit ih.\xf0\x9f\x98\xa1',0
2000,Tanda-Tanda Ekonomi Meroket �???�???�???,0
2001,RT USER: USER USER PDI P dan mega mau bangkitkan komunis lagi itu,1
2002,USER berburu bunga bangkai kuy/?',0
