,comment_text,Sub1_Toxic
236,"Ich bin erstgeimpft mit Astra Zeneca. ( 43J.)Kinderkran kenschwester Nun steht am 5.5. mein zweiter Impftermin aus. Und nun, welche Zweitimpfung??? ? Astra auf eigene Verantwortung. Was ist wenn Nebenwirkungen auftreten, wer haftet. Ich selbst? Biontech als Zweitimpfung. Keiner weiß Bescheid über eine Kreuzimpfung und dessen Folgen. Es ist eine Schande was mit uns gemacht wird. Ich bin ratlos.",1
237,"Also, viel Arbeit kann man nicht haben im Vorstand.",0
238,"Knapp 100 Tage vor der Bundestagswahl steht das Wahlprogramm der Union. Auf 139 Seiten wird ausgeführt, wie CDU und CSU ""Stabilität und Erneuerung"" zusammen bringen wollen. Für Teile der milliardenteure n Vorhaben ist die Finanzierung allerdings unklar: https:// kurz.zdf.de/ 9k2V/",0
239,"Bundestagspräsi dent Schäuble verabschiedet Christian Schmidt, der als Abgeordneter nach der Wahl ausscheiden wird.",0
240,"Wir leben nun mal in einer ""Wegwerfgesells chaft"", das hat alles nichts mit Nachhaltigkeit zu tun. So ist das System!",1
241,Make love - not war,0
242,"Da ich meine erwebsminderung srente versteuern muss , da mein Partner arbeitet . Ist der hick Hack Vermögenssteuer nur Augen wuscherrei .",1
243,Ich bin Zahnärztin und bin selbst mit AstraZeneca geimpft worden. Allerdings zu dem Zeitpunkt waren noch nicht die Fälle der Sinusvenenthrombose bekannt.  Ich habe selbst mit Kollegen recherchiert und die Anzahl der einzelnen Bevölkerungsgruppen und deren Anteil an Coronatoten über RKI und andere renommierte Institutionen genommen und im Verhältnis der bekannten Todesfälle bei AstraZeneca gesetzt. Auf das gleiche Ergebnis muss wohl auch das Paul Ehrlich Institut gekommen sein .,0
244,"Seit vielen Jahren sehe ich mit großem Interesse ""Hart aber Fair"". Die Sendungen waren meistens gut bis sehr gut. Sie sind jedoch viel besser geworden dadurch das Weglassen von Publikum. Seit keine Zuschauer mehr im Raum sind, sind die Diskussionen sachlicher, intensiver und redlicher. Die Teilnehmer konzentrieren sich auf die Argumente des Anderen und versuchen nicht mehr in erster Linie einen Applaus zu erzeugen. Solange KEIN Publikum rein darf, werde ich versuchen keine Sendung zu verpassen. Mir wird es aber sehr schwer fallen wieder Hart-aber-Fair MIT Publikum zu anzusehen. Denn MIT Publikum entspricht die Sendereihe nicht mehr ihrem Titel, denn ""fair"" ist es mit Publikum nicht. In den Saalpublikum-Se ndungen wurden immer alle Äußerungen der Grünen mit donnerndem Applaus des Löwenanteils des Publikums verstärkt. Dies spiegelte in keinster Weise die Zusammensetzung der BRD wieder, denn ein Applaus von 80 % des Studiopublikums steht Wählerzahlen (Umfragen) der Grünen von 15% bis 27% gegenüber. Was immer unangenehm auffiel war: Egal ob es eine starke oder schwache Aussage war, ob sie vernünftig oder unsinnig war, der Disskussionsbei trag eines(r) Grünen bekam stets Beifall als ob sie gerade ein Mittel gegen Krebs aus der Tasche gezaubert hätten. Durch das UNOBJEKIVE (!!!) Publikum wurden bestimmte Aussagen verstärkt, andere, teilweise bessere, wurde quasi totgeschwiegen durch Null Applaus, nur weil sie von einem CDU-Mann oder einem Liberalen kamen. Was mir immer Sorge gemacht hat: Bei den schrecklichen Ultra-Rechten wurde durch diesen einseitigen Beifall so viel Hass erzeugt, daß man Angst bekommen konnte, WIE wütend diese Leute sich nach den Appalus-Sendung en äußerten. Psychologisch rührt dies daher, daß sie sich durch eine sichtbar parteiische Publikumsausric htung in eine Ecke gedrängt fühlten - und ein Tiger in der Ecke ist am gefährlichsten. Hass ist nie gut und wir sollten allles tun um nicht Öl auf's Feuer zu geißen, sondern Hass durch SACHLICHKEIT abzubauen. Diese Sachlichkeit haben die neuen Sendungen ohne Publikum in bester Form. Ich kann ""Hart aber Fair"" nicht herzlich bitten, NIE WIEDER Publikum einzuladen. Weiter so.",0
245,"Nichts neues, bevor die Felder riesengroß würden gab es Feldraine  teils mit Bäumen, meist Obst. Man solle Mal Boden Testen, am  ,,Echten ,, Feldrain und mitten drin, Schaut wo mehr Tierchen und Bodenbakterien leben. Wo ohne Dünger es besser wächst und gedeiht.",0
246,Ich glaube Herrn Lauterbach kein Wort mehr. In viele US Bundesstaaten gibt es keine Maßnahmen mehr und nichts ist passiert. Dieser Psychopath gehört sofort weg 😡😡,1
247,Unzureichend. Die Strafe ist ja mild für die Tat.,0
248,"Politik und Medien versuchen seit Tagen uns die Situation schön zu reden. Die Realität besteht für die meisten aber nicht aus Urlaubsplänen sondern dem entnervten Versuch einen Impftermin zu ergattern. Mit Tausenden hängt man in den virtuellen Warteräumen der bedienerunfreun dlichen Impfportale fest und vergeudet dort seine Zeit. Oder man steht auf unendlich langen Wartelisten bei den Hausärzten. Von der Politik wird das ignoriert, von den Medien tunlichst tot geschwiegen. 👎",1
249,"Ein spannendes Spiel, von beiden Mannschaften und am Ende knapp gewonnen⚽🙂 Viele Tore, viel Leidenschaft und weitesgehend fair gespielt. Österreich kann verdammt stolz sein! Zugegebenermaße n hätte ich Österreich den Sieg einen Ticken mehr gegönnt, aber für Italien hat sich am Ende eben durchgesetzt. Hoffentlich sind die restlichen Partien aus der k.O Phase genauso spannend.",0
250,"So viele Eigentore wie dieses Jahr gab es noch nie bei einer EM. Unter den diesjährigen Pechvögeln sind neben vier Torhütern auch die Abwehrspieler Mats Hummels, Rúben Dias und Raphaël Guerreiro. Alle Eigentore der EM-Gruppenphase : https:// kurz.zdf.de/ IWnFkG/",0
251,Oder liegt es eventuell daran das die Bevölkerung immer weiter wächst ?,0
252,"Und ganz nebenbei wurde das Infektionsschut zgesetz mit durchgewunken. Nun kann noch mal ein Jahr lang die Regierung die Grundrechte einschränken und das sogar, ohne dass eine Notlage, eine Epidemie von Nationaler Tragweite vorliegt. Es reicht, wenn irgendwo auf dem Planeten eine xy Mutation gefunden wird. Das betrifft nicht nur Reisen, sondern auch zum Beispiel die Unverletzlichke it eurer Wohnung und vieles mehr. Das kann man so schön in so einer Mammut-Sitzung verstecken und keiner merkts. Zdf hat es übrigens nicht in ihre Grafik gebracht. Warum nur?",1
253,U're looking nice,0
254,Das ist eine Thema so alt wie die Welt ist. Es gab immer schon Arm oder Reich. Jeder ist seines Glückes Schmied. Ganz wichtig ist auch in welchem Milieu man geboren wurde.,0
255,"Da sie die ansteckendere Variante ist wird sie sich auch auf kurz oder lang durchsetzen. Allerdings ist doch lediglich entscheidend ob die Infektionszahle n stabil bleiben. Da können 15 % schonmal weniger Infizierte in der Totalen sein, als 6% vor einer Woche",0
256,"Lockdown wird immer noch nicht aufgehoben. Wir bekommen jetzt die Panikmache mit der Delta Variante. Das Griechische Alphabet hat ja noch ne Menge Buchstaben, also einige ""Mutationen"" bekommen wir noch aufgejubelt weil in der Wahlkampfphase jetzt alle den Schiss in der Hose haben ...",1
257,die korrupte €DU/€SU wird gar keine rolle mehr spielen... abwählen!,1
258,Hallo ZDF… mal wieder beim Zensieren??? Vom Mainstream leider schon gar nichts andres mehr zu erwarten… Hauptsache die Beiträge fließen???!!!,1
259,Während meine Kindheit in der DDR war das auch ständig Thema. Warum nur?,0
260,"Sehr geehrter Herr Vogel,  ein lindnern in der Politik hilft nicht weiter.  Gut, dass ihre FDP 2018 von der Regierungsbildu ng den Schwanz eingezogen hat. Wahrscheinlich ist unserem Land viel erspart geblieben.",1
261,"Das war ein guter und mit der Praxis verbundener Kommentar.- Und wie ich die Bewegung zur Zeit sehe, werden nach und nach immer mehr Einrichtungen, Betriebe und Gesellschaften davon Gebrauch machen, dass sie geimpfte Mitarbeiter bevorzugt einstellen und beschäftigen werden, denn alle werden erreichen wollen, dass ihr Unternehmen frei von Corona Infektionen sind oder bleiben.",0
262,"Bei der Triage hat der Ethikrat immer wieder betont, dass der Wert von Menschenleben *nicht* an der Zahl Geretteter bzw. Verstorbener festzumachen ist. Nun wenden sich viele von der deontologischen Sicht ab - hin zu einer utilitaristisch en Perspektive. Das ist problematisch, weil hier der Wert des Lebens infrage gestellt und man auch bei künftigen Entscheidungen jeglicher Art Opfer in Kauf nehmen wird.",0
263,"Wann werden die Ärzte, Richter und Gutachter bestraft die so jemanden, egal welcher Nationalität auf freien Fuß lassen",0
264,"Die Delta-Variante hat sich in Deutschland fast verdoppelt. Um die Inzidenzen niedrig zu halten, plädiert RKI-Chef Wieler für Tests und Maskenpflicht an Schulen bis Frühjahr 2022. Mehr Infos dazu: https:// kurz.zdf.de/BPF/",0
265,"Ex-Fußballprofi Jimmy Hartwig spricht bei Jochen Breyer über Rassismus und die Anfeindungen, die er in seiner Jugend und seiner Karriere erlebt hat. Das Video dazu: https://kurz.zdf.de/2OCV/",0
266,"Man merkt,die Coronasituation ist ganz komfortabel👍",0
267,"Wir haben den handlungsfähige n Staat schon vor vielen Jahren verloren. Alles muss berücksichtigt werden, ethisch, divers, ökologisch, usw was letztendlich dazu führt das ein Feldhamster dafür sorgt, daß Milliarden teure Projekte nicht umgesetzt werden können, das Gleiche betrifft Corona, weil man schön moralisch Impfstoff teilen wollte und ganz überraschend andere Nationalstaaten an ihre Nation denken, diese linksrotgrünver siffte Denke kostet uns alles",1
268,so wenig Emphatie in diesem Kommentarbereic h... das ist zum 🤢 Einfach mal dran denken eure Liebsten wären dort unten😉 den Kameraden baldige Genesung 🤞,1
269,"Ich möchte darauf hinweisen, dass momentan jeder in Berlin sich bei seinem Hausarzt impfen lassen kann. Meine Tochter ist heute bei ihrem Hausarzt geimpft worden und ich werde am Sonntag, d. 11.04.2021 geimpft",0
270,bei dieser Parteienlandsch aft mit ihren Kandidaten fällt es mehr als schwer zu wählen. Ist doch einfach nix mehr wählbar🤷 Immer nur hohle Phrasen und Symbolpolitik. Und sie wirken immer so als wenn es ihnen eh egal wäre.,1
271,Vor allem dieser Schwachsinn von wegen lächerlichen 20 Impfdosen pro HausarztPRAXIS  Geht's noch ? ? ?  Muss doch nach Größe der Praxis gehen  So kann eine Wald und Wiesenpraxis mit 500 bis 1000 Patienten ganz schnell ihre Patienten impfen und sogar Jüngere impfen  Und bei meiner Grosspraxis mit 7 Ärzten und bestimmt über 10.000 bis 25.000 Patienten guckt man dann EWIG in die Röhre,1
272,mein Gott... Herr Scholz..... was sind sie Schwach !!! erbärmlich !,1
273,"Mir fällt grad eine idee ein 😄😄😄😄  Ich könnte im darknet kosmetik verkaufen. Feuchtigkeitscr eme mit koks versetzt das über die haut aufgenommen wird. So jedenfalls die produktbeschrei bung 😆😆😆😆  Ein innovatives produkt aus japan. Zwei funktionen in einem 😄😄😄  Dann wenn bestellungen rein kommen, schick ich denen einfach die feuchtigkeitscr eme, dass natürlich keine drogen enthält. Und wenn die wollen, können die mich gerne anzeigen 🤣🤣🤣🤣🤣🤣  Und das ganze ohne garantie usw. da privat verkauf hahahahaha 🤣🤣🤣🤣",1
274,Fahrgäste der Deutschen Bahn müssen sich bis August nicht auf einen Streik einstellen. Die Gewerkschaft Deutscher Lokomotivführer (GDL) will als erste Arbeitskampfmaßnahme ihre Mitglieder zu einer Urabstimmung aufrufen. Mehr dazu lesen Sie hier: https://kurz.zdf.de/dILw/,0
275,"Kulturlos, das ist nicht mehr lustig😰😠 vor 1 Jahr hatten wir nur Abstand, Stoffmasken, Desinfektionsmi ttel und kluge yHygienemassnah men. Wiesbadener Maifestpiele fanden statt. Jetzt haben wir Ffp2 Masken, Tests, Impfungen und Hygiene Regeln. Maifestpiele wie so vieles sind geschlossen gewesen. Und man diskutiert Inzidenzwert 20. 😰😠",1
276,"Ein weiterer Nichtsnutz des Lindnerclans , der seinen Senf loswerden will ... Stimmung machen aber null Alternativen",1
277,"Die britische Regierung möchte Personal in Pflegeheimen verpflichten, sich gegen das Corona-Virus impfen zu lassen. Für weitere Informationen, schauen Sie sich gerne das Video über den folgenden Link an: https://kurz.zdf.de/Va9/",0
278,Trotz Corona-Impfung fehlt manchen Menschen der Immunschutz. Welche Risikofaktoren gibt es? Was müssen Risikogruppen beachten? Die wichtigsten Fragen und Antworten: https:// kurz.zdf.de/lmu/,0
279,"Es geht um die Wahl in Sachsen-Anhalt und dann Markus Blume einzuladen, der Generalsekretär der CSU, die in Sachsen-Anhalt gar nicht zur Debatte stand finde ich schon sehr mutig.",0
280,"Es zeigt sich jetzt schon wieder das hässliche Gesicht der Zwei-Klassen-Pa ndemie. Meine Mutter ist 84 und handylos, ich bin Hartz 4-Empfänger mit Uralthandy. Das heisst, wenn die App kommt und das die Eintrittskarte werden soll, um in Restaurants, Geschäfte etc. zu kommen, werden wir ausgeschlossen bleiben von Vergünstigungen . Was für ein tolles Land!",1
281,Sorry die Ministerin geht gar nicht .es ist beschämend was Kinder wert sind .Aber man hat es beim Urteil vom Metzelder gesehen Kinderpornograp hie 10 Monate...,1
282,"Ich denke es gibt jetzt keine neue Welle. Der Anstieg beruht ja letztlich darauf, dass die anderen Varianten alle weniger werden und die Delta-Variante stabil bleibt. War ja zu erwarten, dass im Herbst dann die Delta-Variante vorherrschen wird und die nächste Welle unter den verbleibenden Ungeimpften auslösen wird.",0
283,Danke für eure Arbeit,0
284,"Aufrüstung, Krieg, Terror, Dürre, Klimawandel: Die Auslöser für Hunger und Not von Millionen Menschen sind vielfältig. Wir zeigen die verschiedenen Facetten und Nachrichten rund um das Thema Hunger:  https://kurz.zdf.de/RNq/",0
285,Im zweiten Achtelfinale der EURO 2020 trifft Italien auf Österreich! Anpfiff ist um 21 Uhr im Wembley-Stadion in London.,0
286,"Vielen Dank an Herrn Plasberg diese junge grüne Dauerstudentin eingeladen zu haben. Frau Lang repräsentiert als stellvertretend e Parteichefin der Grünen perfekt warum diese hyperaktiven Schwätzer in unserem Land keine wichtige Rolle einnehmen sollten. In wenigen Tagen demonstrieren Baerbock, Habeck und diese weibliche Null wie sich die Grünen im Wahlkampf selbst vernichten.",1
287,Diese Frau ist verrückt geworden. Sowas gehört bestraft‼️‼️‼️😡.,1
288,"Die Bergung von E-Scootern aus dem Rhein in Köln könnte Ende Juni beginnen. Abhängig von der Genehmigung der Behörden solle die Aktion am 28. und 29. Juni starten, erklärte am Montag die Plattform Shared Mobility, zu der nach eigenen Angaben neun Anbieter, darunter auch E-Scooter-Verleiher, gehören. Beauftragt sei eine auf Unterwasserdrohnen spezialisierte Firma aus den Niederlanden.",0
289,"Nun spricht Christian Lindner, Fraktionsvorsit zender der FDP.",0
290,Corona Insolvenzen werden die Allianz Regulierungen in unserem juristischem System weiter ergänzen .,0
291,"Ich wünsche den Angehörigen mein Beileid und viel Kraft! 🙏🏽 Und den Verletzten eine schnelle Genesung. Was für ein trauriger Moment.  Vielen Dank für den Einsatz, Polizei Unterfranken.",0
292,Wenn man es von Anfang an so gemacht hätte wäre es sicher kein Problem gewesen aber jetzt wenn Ungarn spielt hat es auf jeden Fall einen politischen Hintergrund meine Meinung,0
293,"""Schon ab"" hat mir gefallen",0
294,"In Tschechien hat ein Tornado mindestens fünf Menschen in den Tod gerissen - rund 200 wurden verletzt. Ein Politiker spricht von der ""Hölle auf Erden"". ""Es sieht aus wie in einem Kriegsgebiet - das ist wirklich erschütternd"", so ZDF-Korrespondentin Britta Hilpert. https://kurz.zdf.de/iLp/",0
295,"Solange es keine Herdenimmunität in der Bevölkerung gibt, ist es durchaus angebracht, im ÖPNV und in Geschäften Masken zu tragen. Eine 4 Welle wird möglicherweise kommen, aber das muss nicht unbedingt heißen, dass wieder ein Lockdown kommt. Jedenfalls nicht, wenn die Impfungen weiter voran schreiten und die Bevölkerung Vernunft und Vorsicht walten lässt.",0
296,"Liebe Nutzer*innen, wir freuen uns über die rege Beteiligung an dieser Diskussion. Bitte bleiben Sie aber fair und respektvoll untereinander und auch gegenüber unseren Gästen – danke.",0
297,"Dann dürften diese ganzen jämmerlichen Gestalten nicht mehr gewählt werden. Seit Monaten wird von allen Durchhaltevermö gen gefordert weil die „Regierenden“ nichts auf die Reihe bekommen: Impfungen, Selbsttests... wenigstens füllen sie sich die Taschen mit Maskendeals.",1
298,"Liebe Nutzer*innen, wie haben Sie die Diskussion erlebt? Wir freuen uns auf Ihre Kommentare und Anregungen.",0
299,"Interessant, dass es immer männliche Täter sind. Wo sind die ganzen weiblichen Fundamentalisti nnen, Sexualverbreche rinnen, Attentäterinnen ? Da gibt es, wenn überhaupt, nur sehr vereinzelt weibliche Täter.",1
300,Immer dieses Pauschalisieren . Das hat das Kücken früh gelernt. Wäre v. d. Leyen ein Mann... Wäre sie auch schon lange zurück getreten. Was ist das für eine primitive Argumentation? 🤔,1
301,"Ist mir wirklich sowas von egal..., der Wähler hat ja eh nichts zu sagen in dieser doch so vorbildlichen Demokratie😡. Und ganz egal, ob die Grünen, CDU, CSU, es geht doch allen nur um ihre eigenen Interessen, ihren Machterhalt und um Geld..., wird schon so gedreht das es passt. Und sollte es nicht genügend Mehrheiten geben, man sich nicht einigen, wird Merkel vielleicht den Laden vorübergehend weiterregieren. .., wer weiß das schon. Ich habe jedenfalls von sämtlichen Politikern die Nase einfach nur gestrichen voll !!",1
302,Die haben von ihrem Präsidenten die Schnauze voll das geht da drüben dann ganz schnell der muss aufpassen wenn er jemanden verärgert hat ist er bald verschwunden,1
303,Von der Runde der einzig der etwas real ist.,0
304,"EuroUschi von der Leyen möge ihren Größenwahn und ihre Selbstherrlichk eit ablegen. Zur Toleranz gehört es auch, zu akzeptieren daß andere Länder andere Wertvorstellung en haben.",1
305,"Und die nächste Talkhow die sich Thema ""Judenhass vor Synagogen"" entzieht und es damit Tod schweigt. War ja scheinbar nicht genug was die Woche hier in Deutschland passierte.",1
306,Und schon wieder eine wundervolle Inspiration für den Einsatz des Urherrechts.,0
307,War da nicht mal was mit Bonus-Flugmeile n?,0
308,"Es ist schon fantastisch wie heute etwas gut sein soll, was vor 20 Jahren zum Ozonloch beigetragen hat. Neben FCKW war es damals der E-SMOG. Und heute plötzlich wollen wir alles auf E machen und mit Lithium Batterien, deren Herstellung mehr CO2 in die Luft ballern, als das was wir derzeit haben. Irre. Und nicht zu vergessen beim Umweltschutz das wir in Deutschland eine Maskenpflicht für Einwegmasken haben. Absurder und mehr Doppelmoral geht nicht. Warum berichtet ihr nicht mal so rum",1
309,"Das zwischenzeitlich ca. 35% der Bevölkerung komplett geimpft sind, scheint diese Panikschürer überhaupt nicht zu interessieren 😡",1
310,45000 Fans in England ins Stadion ? Was soll das ??? Ist die 4. Welle so sehr gewünscht! Wie bescheuert ist DAS s,1
311,"Traurig ist das! Ganz traurig! Es gibt Menschen, die durch Krankheit etc. gar nicht so lange leben. Und unsere Regierung wirft das Geld weiter zum Fenster raus. Unser Geld ist immer weniger wert... Mir graut es schon vorm Alter!!!! Und der Knaller schlechthin, dass wir bis 70 arbeiten sollen/müssen. Vermutlich muss ich mir vorher Prothesen in meine Hände einsetzen lassen als Physio🤦‍♀️🤣😩#ganztraurig",1
312,"Liebe Nutzer*innen, was sind Ihre Meinungen zum Thema? Wir freuen uns auf einen intensiven Austausch und eine spannende Diskussion.",0
313,"Herzlichen Glückwunsch und bitte so weitermachen!! Der ÖR ist unverzichtbar. Ich bin froh, dass wir in Deutschland so etwas haben. ",0
314,"Liebe Nutzer*innen, unsere Gäste haben in der gestrigen Sendung über Deutschland in der Coronakrise diskutiert. Was sind Ihre Meinungen zum Thema? Wir freuen uns auf eine spannende Diskussion.",0
315,"Ich kann diesen Menschen einfach nicht mehr sehen und hören, bitte treten sie endlich zurück sie haben komplett versagt!",1
316,"Hab die Sendung angeschaut. Alle prügeln und ätzen gegen die AFD ob in den Sendungen oder im Bundestag. Was soll das, nur weil sie die Wahrheit frei aussprechen was die Bürger am Stammtisch bedrückt. Dann das mit dem Spendengeld der Frau Weidel wo sie sofort zurück bezahlt hat, so darauf einzuschlagen und fertig zu machen ist unterste Schublade. Bei anderen Spenden Affären anderen Parteien prügelt man nicht so dermaßen ein und macht sie fertig. Beispiel der Grünen wegen Nachzahlungen. So geht es nicht.",1
317,"Ein wenig mehr Pragmatismus wäre allgemein gefragt. Es ist mehr als ermüdend wenn lediglich intellektuell alle Themen hochgestochen einer Analyse unterworfen werden und vor allem: ES BRINGT UNS KEINEN SCHRITT WEITER. Auch in Ihrer Sendung, und dass muss ich jetzt leider einmal loswerden reden fast Alle um den heißen Brei. Das ist nicht zielführend. Alle Bürger haben inzwischen begriffen: Es gibt zu wenig Impfstoff. Dass Frau von der Leyen das verbockt hat haben auch Alle verstanden. Dass sich alle die Augen gerieben haben ihr das aufzutragen, die noch nicht einmal in der Lage war ohne Millionen an Berater zu verpulvern, ohne dass diese Herrschaften auch nur im geringsten etwas bewirkt haben, noch nicht einmal Ersatzteile für die Bundeswehr auf die Kette zu bekommen wussten alle Bürger. EGAL. GESCHENKT. PASSIERT. Wo ist die Gretchenfrage die pragmatisch zu stellen ist: Gibt es Alternativen zum Mangel? Für welche Impfstoffe wäre eine Notallzulassung möglich? Wären diese in großen Mengen schnell lieferbar. Wären Bürger bereit dies auf eigene Verantwortung dann zu nehmen? Warum bespricht man als Ei des Kolumbus: Inzidenzen von 35, 50, 100...Gibt es eine Namensliste der Wichtelmänner, die das vorher gebetsmühlenart ig als perfekte Lösung des Problems anerkannten und es jetzt mit dem nicht in Kraft setzen von besprochenen Maßnahmen konterkarieren? Warum muss man bei einer Absage von einem Impftermin ca. 50 mal anrufen, damit der Termin für andere wieder frei geschaltet werden kann und kommt dann in die Warteschleife: rufen sie morgen wieder an....Warum wird akzeptiert dass in den Schulen 20 bis 30 % die Tests verweigern und dann trotzdem in den Klassenzimmern sitzen. Das hebelt komplett die Maßnahme der Testung aus und macht die Eltern einfach nur fassungslos, die ihre Kinder zum Schutz der Anderen testen lassen und dann immer noch nicht wissen ob ihre Kinder safe sind! Dieses intellektuelle Pfauenradgetue geht allen wirklich auf die Nerven (falls sie noch welche übrig haben). Die meisten Gäste sind im vollen Wahlkampfmodus - deshalb reagieren die Zuhörer auch gereizt - denn ihren Wahlkampf können sie sich momentan an den Hut stecken. Bin dafür das wir augenblicklich die Probleme pragmatisch angehen - dann klappt es auch wieder mit den Wählern. So verschlimmbesse rt man nur alles. Und es wäre auch pragmatisch Impfzentren mit roten,blauen,gr ünen oder gelben Fahnen zu versehen, wenn noch Impfdosen übrig bleiben. Damit dann am Abend Menschen die möchten sie bekommen könnten. Jeder Tag zählt, jeder Geimpfte zählt Und bitte nicht über Ostern damit aufhören. Es könnte auch allen die dort arbeiten zugebilligt werden übrige Dosen per Schnellanruf an ihren Bekanntenkreis zu verimpfen. So etwas wäre für diesen Einsatz eine schöne Belohnung und motiviert!!! Lassen Sie ihre eigentlich gute Sendung nicht verkommen zu einem deutschlandweit en ich-komme-ins-F ernsehen-und-ka nn-mich-dann-be werbungstechnis ch-gut-vermarkt en-Geplänkel verkommen. Denn die wohlfeile Präsentation einer Dame sowohl verbal als auch optisch stach mir da besonders ins Auge. Besonders wenn fast alle Fragen wohl vorbereitet und sehr allgemeinplatzm äßig dann beantwortet werden. Das war ein reiner Bewerbungsauftr itt -wofür auch immer.",1
318,"Bei all eurem gejammer, vergesst nicht, das jede 3. Pflegekraft hinschmeisen will. Fast 10000 haben schon gekündigt. Wer jetzt nichts zu tun hat, in der Oflege werden Leute gesucht. Mal gucken,wie lange ihr noch über die Maßnahmen meckeet. Wennihr im Krankhaus oder Pflegeheim seit,aber kein Personal da ist,das euch pflegt.",1
319,"Es ist unglaublich, welchen Einfluss die Kirchen immer noch haben. Und das wird sich wohl kaum ändern - obwohl die Zahl der Kirchenaustritte steigt. Solange wir es stillschweigend hinnehmen, dass beispielsweise der Einzug der Kirchensteuer durch staatliche Institutionen durchgeführt und so aus den Steuermitteln aller BürgerInnen finanziert wird, ändert sich wohl kaum etwas daran. Es wird Zeit für die Säkularisierung dieses Staates. Dann stünde auch den vermeintlich christlichen Parteien nur noch ein ungleich kleineres Parkett zur Verfügung. Jeder Mensch hat ein Recht auf freie Ausübung seines Glaubens. Aber das darf nicht dazu führen, dass dies Auswirkungen wie diese auf ganze staatliche Systeme hat. Es wird Zeit, das endlich zu ändern, glaube ich.",0
320,Natürlich Korruption!!!  Der dumme Steuerzahler bezahlt wie immer für diese Politiker ............  Die Politiker machen weiter so weil sie alle 4 Jahre Bestätigung von intelligenten Volk erhalten weiter so mit Steuergeldern Verschwendung umzugehen.,1
321,"Sehr geehrte Frau Reschke, ich fand die Sendung eben mit Ihnen sehr gelungen und bedanke mich für die mutige, ehrliche und faire Berichterstattung. Weiter so! Ich hoffe sehr, daß die ÖR weiter bestehen bleiben, da sollten wir alle sehr wachsam sein!",0
322,Wir freuen uns auf eine sachliche und konstruktive Diskussion mit Ihnen.,0
323,Völliger Blödsinn … Siehe Sicherheitsmaßn ahmen ❗️☝️,1
324,"Was möchte man damit sagen? Hilfe Madrid wird zum Mutanten Hotspot! Was glaubt man wie lange man Menschen nicht nur beschränken kann sogar einsperren/ Kontakte verbieten? Glaubt unsere Regierung, wenn vulrable Gruppen geimpft sind sich weiter zurückzuhalten und weiter auf das Leben zu verzichten? Bald endet dieses Experiment und man wird vieles aufarbeiten müssen!",1
325,"Diese Gastherrschafte n, sei Grünen Özmir, sei EV. Kirche und deren Searettungsorga nisation, sei EU und CSU Weber... sind mir Mithelfer für Schlepper und Schleuser, Clans,Islamiste n und Mafia.Sie sind für diese Krise mitverantwortli ch.",1
326,"Das ist wieder typisches CDU/ CSU-Gewäsch, dass man der KLEINEN Familie mit Kind nicht den Wunsch verwehren möchte, sich den Traum vom Eigenheim in den Städten zu verwehren! Welche KLEINE Familie mit Kind kann sich denn sowas in den Städten noch leisten? Doch höchstens das Lieblingsklient el dieser Parteien mit millionenschwer en Konten Für alle Anderen heißt es: Platz machen für die Projekte von reichen Spekulanten",1
327,Bundeskanzlerin Merkel hält heute ihre voraussichtlich letzte Rede im Bundestag. Wir übertragen diese: Herzlich Willkommen zu diesem Livestream!,0
328,Wem interessiert das?,0
329,🤔😱🤮,1
330,"Wenn die Union ihre Entscheidung nicht revediert, ist dies der Startschuss zum Untergang !! Laschet bedeutet weiter so, mit der bereits abgetauchten Angela Merkel. Söder würde gewissermasen Aufbruch bedeuten. 👍👍",1
331,So ein scheiß Thema wenn interessiert das schon als wenn wir keine anderen Probleme hätten alle einladen und zurück fertig.,1
332,.....tod im harten winter elend auf der strasse-ist uns das obdachlosenleid egal?.,1
333,"Ich hatte den Eindruck, sein nächster Parteientritt wird bei den Grünen sein.",0
334,Mich hätte mal interessiert was das Ministerium zum Vorwurf der Kontrolle der Impfreihenfolge bei Hausärzten zu sagen hat.,0
335,#Maischberger #FranziskaGiffey,0
336,"Dieser Staat und seine Repräsentanten zeigt nicht erst jetzt, dass er in vielen Dingen unfähig ist. In jeder Firma würde ein Großteil der handelnden Personen bereits stempeln gehen. ",0
337,Franzosen müssen was abgeben die sind die schlimmste Abzocker in eu,1
338,"""In der Zeit seit dem Zweiten Weltkrieg hat sich die Weltbevölkerung mehr als verdreifacht – von damals 2,5 Mrd. auf aktuell 7,8 Mrd. Menschen."" Aber man will uns erzählen, das Problem wären Verbrennungsmotoren und Kohlekraftwerke...",0
339,"Nichts braucht der deutsche Fernsehkonsumen t so nötig wie eine ""Einordnung"" durch das ZDF. Das eigene Beobachten und Nachdenken hat man ihm schließlich gründlich abgewöhnt. 🤬",1
340,"Wenn es Armin der Lasche wird, geht es weiter in Richtung Grün. Damit ist das Land dann noch schneller am Ende. Gute Nacht Deutschland !",1
341,"Egal was ihr den Leuten noch alles erzählt, meine Angst schürt ihr nicht…ich hatte noch nie welche…zumindes t nicht vor Corona. Was absolut sicher ist; dieses Zeugs kommt zu 100 Prozent nicht in meinen Körper!",1
342,"So eine Demo ist riskant für alle Teilnehmer. Dabei geht es nur um Liebe. Ich hoffe, dass auch in der Türkei diesbezüglich eine Weiterentwicklung geschieht.  Da kann die EU gerne eingreifen.",0
