,Unnamed: 0,comment_text,Sub1_Toxic
460,701,@USER So wie ihrer hier??,0
986,1506,"@USER, @USER hat hier lediglich darauf aufmerksam gemacht, welch widerwärtige Hetze @USER via Twitter verbreitet.",0
2736,422,Sollten die Grünen mal regieren kommt es zur Katastrophe.,1
2685,256,"10 Gründe, die AfD nicht zu wählen! AfDler laufen mit Messern durch die Straßen und stechen Menschen ab AfDler leihen sich Autos und fahren in Menschenmengen AfDler haben mehrere Identitäten um den Staat zu betrügen AfDler greifen Juden und Schwule an AfDler rotten sich zusammen um Polizisten anzugreifen AfDler vergewaltigen und das sogar alte Frauen AfDler schneiden sogar Babys Köpfe ab AfDler sperren bei Hochzeiten die Autobahnen und schießen mit Pistolen AfDler bauen und zünden Rucksackbomben AfDler haben Mehrehen und Kinderehen (vom Staat ignoriert) Satire ENDE!",1
1657,2528,@USER richtig!,0
978,1496,Also ein Deutscher kann sich noch so anstellen er wird nie ein Österreicher...die besten Chancen haben die Bayern...,0
676,1013,"Will man etwas verändern, sollte man sich bewegen!",0
2542,2445,Sarazin ist ein rechtsradikaler Mensch. Ein Menschenhasser. Sie kennen nur Zerstörung. Die Geschichte hat es gezeigt.,1
2872,812,@USER achso die Leute sollen doch dann Auto und Versicherung leisten. Super Idee Brain. 🙈🙈🙈🙈,1
689,1035,http://juedischerundschau.de/aegyptischer-praesident-sisi-verurteilt-das-selbstgerechte-anspruchsdenken-der-araber-135911300/?fbclid=IwAR1uxVU8O6DJjNX3ZHt0OZHKDDllqLdf8SszCyoUQ07uAsHTBwEOI0F4FvU,0
2000,918,"@USER kann ich ihnen irgendwie helfen, einen Arzt oder Psychologen verständigen?",1
1663,2537,Die Dame besitzt ein Haus! Für das Geld hätte sie auch eine kleine Wohnung in Düsseldorf mieten können! Man kann nicht alles haben im Leben. Und beim Hausbau war es ihre Entscheidung...also bitte mit den Konsequenzen leben oder versetzen lassen!😊,0
3085,1431,Was ist eigentlich aus der ruhmreichen Stammzellenforschung geworden?? Kamen da nicht schon Gewebeverbände und ganze Menscheohren aus dem 3-D-Drucker? Oder hat die Oberbänkerin der WHO noch nicht Salve gerufen???,1
2894,908,"@USER: Na, heute zuviel alternative Fakten gefrühstückt?",1
2654,170,"@USER hier lesen Sie!!!! Diesem braunen Schwachkopf Junge gönne ich eine Mittelmeerbootfahrt. Im Gummiboot. Ohne Schwimmweste und schwerer See. Verstehe nicht, warum man so einem degenerierten Trottel Sendezeit einräumt!? Diese Affen präsentieren sich auf so vielfältige Art und Weise und immer dieselbe Scheiße. Lübcke „musste“ sterben und Typen wie der Junge leben weiter. Irgendwie schon nicht ganz nachvollziehbar, was dass Universum so treibt.",1
2648,163,setzt 5 Türken in die Runde oh sorry Neudeutsche dann kommt was raus..,1
3340,2140,schwer der Realität etwss entgegenzu setzen!!,1
3218,1819,er geht alles zu Fuß..,1
2457,2183,@USER: Na was für ein Glück dass du schlau bist...,1
2245,1593,"Fern ab, jeglicher Realität , die Frau! Wohl zu lange in der grünen Wiese gesessen!",1
1966,776,@USER die ist mehr als ätzend,1
1598,2438,"@USER Wenn ich die Mieten von Berlin und Düsseldorf vergleiche, dann ist Berlin immer noch günstiger",0
2909,955,"@USER 1/3 ja... Geringverdiener mit Mindestlohn finden für das Geld, zumindest hier, nix! Mindestlohn sind unter 1200 netto. Für 400 Euro wohnen? Ein Träumchen...",1
343,533,Niemand. Adios!,0
3027,1275,"komisch, beim Thema Bildung darf doch auch ungestraft jeder mitlabern,ohne eine fachliche Qualifizierung vorweisen zu können. Vor Allem die Arschgeigen aus der Wirtschaft pupen da immer schön laut rum. Gut, dass sich beim Thema Wohnen alle mit einmischen, wirklich gut!",1
403,620,"Der Respekt von einigen ist echt echt unterirdisch. Jeder hat ein anderes empfinden zur Heimat und jeder hat das Recht so zu leben, wie man es will, sofern man sich an die Gesetze hält.",0
984,1504,"Heimat ist für mich keine Heimat, wenn man andere Menschen ausschließt oder sogar ausbeutet, aushungert, sie mit Rohstoffkriegen überzieht und sie dann im Mittelmeer ersaufen lässt und sie an den Grenzen abweist.",0
1099,1670,@USER dann darf dein Hund nicht mehr pfurtzen,0
653,978,Es reicht langsam. Dieses Thema nervt nur noch. Gestern bei Illner Montag bei euch.,0
2553,2476,"@USER ähm was haben Flüchtlinge mit Heimat zu tun? Nichts, absolut nichts, du Heimatlose 🙈",1
441,678,Inwiefern?,0
2831,675,"@USER ja ich grenze mich ab von diesen ganzen Dummschwätzer Gesellschaft. Schlitzohr numero 2. Um fair zu bleiben , ich hab nichts gegen normale bürger die kein Unterschied zwischen migranten und bio deutschen machen . Do you understand what I mean ? If yes please thumbs up 👍",1
929,1415,"Mich hat genau dieser Gesetzentwurf dazu gebracht, meinen Organspendeausweis abzuschaffen und stattdessen mein Nichteinverständnis ins Portemonnaie zu stecken. Gezwungenwerden will ich dazu nämlich nicht. Der Mensch ist kein Ersatzteillager. Organe zu spenden ist etwas freiwilliges.",0
1119,1703,"Interessant, diese Aussage..... das Herz schlägt nur, weil eine Herz-Lungenmaschine den Kreislauf stabil hält. Schaltet man diese Maschine ab, bleibt auch die menschliche Pumpe stehen. Ich verstehe diese Aussage nicht...... es scheint mal wieder das richtige Fachpersonal dort zu sitzen.",0
1686,2572,"@USER Nun, da haben Sie Glück, dass Sie nicht hirntot waren, sonst hätte man sie wohl ausgenommen bei lebendigem Leib und Sie wären nie wieder aufgewacht! So wie derjenige, von dem Sie die Lunge haben.",0
3356,2199,"@MEDIUM ⚠️NEIN heißt NEIN!⚠️ Liebe Kolleginnen und Kollegen! Ich möchte gerne ein paar persönliche Worte an Euch richten, da mir so langsam die Hutschnur in Bezug auf die Pflegekammer und des DBfK platzt. Es wird immer mehr mit Heimlichkeiten auf die Bundespflegekammer hingearbeitet. Mir wird immer mehr zugetragen, dass Arbeitgeber ihre Angestellten unter Druck setzen, die sich zurecht aufgrund unserer Demokratie gegen das System wehren. Es wird mit Kündigungen gedroht. Es geht mittlerweile soweit, dass selbst innerhalb von Familien, wo sich Pro Kämmerlinge befinden, die Leute dort unter Druck gesetzt werden. Es wird auf den miesesten Wegen versucht das System nach Willen des Staates umzustellen. ❗️Nur eines ist für mich persönlich klar - ich werde mich nicht brechen lassen.❗️ Wie Ihr für Euch entscheidet, müsst Ihr mit Eurem Gewissen selbst ausmachen. Doch sollten wir uns immer vor Augen halten, dass es Zeiten gegeben hat, wo Menschen wegen ihrer Meinung, ihres Aussehens oder ihrer politischen und religiösen Einstellung unterdrückt worden sind. Viel tiefer möchte ich gar nicht in das Thema eindringen. WIR sind uns glücklicherweise auch zum Großteil einig, dass der rechte Flügel in unserer Gesellschaft keinen Anklang finden darf, um genau diese Zeiten nicht zu wiederholen. WIR müssen uns darüber verständigen, dass wir alle Menschen sind, egal aus welcher Herkunft wir stammen. Deshalb lasst Euch bitte nicht den Willen nehmen. Wenn IHR das System für nicht rechtens haltet, dann kämpft dafür, dass dieses auch so bleibt. Lasst euch nicht verängstigen, denn Pflege wird immer gebraucht. Wenn man Euch aufgrund Eurer Meinung abmahnen oder entlassen möchte, überlegt Euch Alternativen. Ist es ein Arbeitgeber wert, dass man dort unterdrückt, erpresst oder genötigt wird, die Meinung des Systems anzunehmen, um mit dem Strom zu schwimmen, obwohl man genau weiß, dass hier nicht regelkonform gearbeitet wird?! Denk immer daran, wir sind die Wähler der Politik und wenn wir als große Masse der Pflege endlich verstanden haben, dass wir nur gemeinsam etwas erreichen können, dann steht jetzt auf und tut etwas. Nicht umsonst gibt es genug Mitwirkende, wie #verdi oder der #bffk, die aufdecken, dass gewisse Vorhaben der Politik, der Pflegekammer und des DBfK nicht ganz konform scheinen. Deshalb deckt diese Mängel mit auf und macht es publik. Nur so kann man zeitnah reagieren und die richtigen Schrauben stellen. Abschließend möchte ich noch mal kurz zusammenfassen, dass der Pflegekammer Beitrag bei 0,4 % des Bruttolohns einer Pflegekraft liegt. Wenn wir dann noch die Gewerkschaft, wie Verdi dazu nehmen, kommen noch einmal 1 % des Bruttolohns hinzu. Wünscht man dann noch eine Mitgliedschaft in einer einem Berufsverband, kommen beim DBfK im Höchstsatz bis zu 31 € monatlich dazu. Abschließend möchte man künftig politisch und durch die Kammern durchbringen, hier mit Implementierung der Bundespflegekammer, dass jede Pflegekraft eine Berufshaftpflicht für sich selbst zusätzlich abzuschließen hat. Nun rechnen wir das ganze Spiel einmal zusammen und schauen uns an, was in der Pflege wirklich verdient wird und dann monatlich noch im Portemonnaie hat! Macht Euch mal selber ein Bild und sagt mir dann, ob Pflege noch attraktiv ist. Kann man so einen Pflegenotstand beheben? Ich meine nicht! Ich wünsche Euch von Herzen viel Kraft und lässt uns zusammen halten. Euer Patrick #SchweigenIstGewalt Zusatz: https://www.facebook.com/328161397316808/posts/1552674061532196?sfns=mo https://www.facebook.com/328161397316808/posts/1602473099885625?sfns=mo https://www.facebook.com/328161397316808/posts/1613277308805204?sfns=mo https://www.facebook.com/328161397316808/posts/1612821448850790?sfns=mo https://www.facebook.com/328161397316808/posts/1610676859065249?sfns=mo https://www.facebook.com/328161397316808/posts/1604703169662618?sfns=mo https://www.facebook.com/328161397316808/posts/1598558580277077?sfns=mo https://www.facebook.com/328161397316808/posts/1596211660511769?sfns=mo https://www.facebook.com/328161397316808/posts/1583986548400947?sfns=mo https://www.facebook.com/328161397316808/posts/1579382732194662?sfns=mo https://www.facebook.com/SchweigenIstGewalt/photos/a.328948563904758/811739548958988?type=3&sfns=mo https://www.facebook.com/328161397316808/posts/1570745976391671?sfns=mo https://www.facebook.com/328161397316808/posts/1570317769767825?sfns=mo https://www.facebook.com/328161397316808/posts/1570240566442212?sfns=mo https://www.facebook.com/328161397316808/posts/1569402699859332?sfns=mo https://www.facebook.com/328161397316808/posts/1568251036641165?sfns=mo https://www.facebook.com/328161397316808/posts/1567389810060621?sfns=mo https://www.facebook.com/328161397316808/posts/1566739963458939?sfns=mo https://www.facebook.com/328161397316808/posts/1565960773536858?sfns=mo",1
3302,2023,"@MEDIUM Möchten Sie nicht gerne bei Fakten bleiben, damit Sie nicht als Lügenmedien bezeichnet werden können? Schauen Sie doch mal hier: ""Hirntod ist nicht gleich Tod Der Hirntod bedeutet nicht zwangsläufig, dass jemand tot ist, erläutert der Philosoph und Ethikexperte Professor Dieter Birnbacher. Es gibt dennoch gute Gründe, am Hirntodkriterium für die Organentnahme festzuhalten."" https://www.aerztezeitung.de/politik_gesellschaft/organspende/article/879725/organentnahme-hirntod-nicht-gleich-tod.html",1
219,326,"@USER Die AFD war ja wohl extrem oft zu Gast. Diese Verschwörungstheorien kann doch keiner ernst nehmen, sorry. Immer dieses ""Die AFD ist das arme Opfer"" Dieses Geheule regt mich extrem auf",0
1938,687,Zu der Frau fāllt Mir nur der Satz ein Bei Mir war die Schule freiwillig bei Ihr umsonst.,1
259,394,"@USER Das hat man da auch nie so herausgestellt..im Gegensatz zu dem Hype auf ""weiblich""-",0
2318,1810,@MEDIUM Ich bin kein Mensch der pauschal irgendwelche Urteile über Menschen oder Situationen fällt kann ich nicht da das analytische Denke mir von Kind auf beigebracht wurde. Es sind leider offensichtliche Fakten. Und ihr habt die Aufgabe allen Sachverhalten nachzugehen und die Wahrheit zu berichten und nicht nur dem der euch wohlgesonnen ist.,1
806,1217,@USER danke. Wurde schon wieder gelöscht. Warum eigentlich.?,0
303,456,@USER bitte sie können doch dann gerne die ungenannten kosten übernehmen,0
1848,446,von der ideologischen umweltverschmutzung ganz zu schweigen oder wie ist das mit dem thunberg unternehmen und der atomkraft in schweden (40 % der gesamten schwedischen energieerzeugung),1
3320,2072,"@USER wie lange haben sie für diese linguistischen Ergüsse - ganz im Gegensatz zu ihren ersten Plattitüden - gebraucht? Mal ganz ehrlich! Ist es nicht Jammertal, wenn so viel Bildung zu so wenig Erkenntnis verhilft.",1
1485,2278,"Wenn Manager Jahresgehälter von 38 Millionen einstecken, eine Betriebsrente von täglich 4200 Euro einsteckt, dann stimmt in diesem Lande nichts mehr, Menschen die mit Ihrer schwach bezahlten Arbeitskraft das Getriebe des Staates aufrechthalten , sollen diese Ungerechtigkeiten hinnehmen, nein es ist eine Unverschämtheit in der Behandlung von diesen Menschen!",0
1103,1676,"@MEDIUM Hier mal ein Beitrag. Ich selber habe keine Ahnung, was davon wahr ist oder nicht. https://www.epochtimes.de/politik/deutschland/greenpeace-gruendungsmitglied-klimawandel-gibt-es-aber-er-ist-weder-menschengemacht-noch-eine-krise-a2824829.html/amp?__twitter_impression=true",0
3130,1550,Was soll denn der kleine Kevin für einen Beitrag zum Brexit leisten? Verstehe den Sinn dieser Diskussion nicht.,1
2190,1432,"@USER les mal dein eigenen Müll. Willst du mich hier beleidigen? Ich muss vor diesen Psychopathen auf ihren 100ps Motorrad Waffen um mein leben fürchten als Radfahrer. Wenn die mich so terrorisieren dürfen, dann will ich deren Organe im Gegenzug für meine fassungslose Toleranz",1
489,744,@USER: Die Zukunft spielt ohnehin in Asien. Da interessiert es niemanden wenn Deutschland eine weitere Schlüsselindustrie opfert,0
3000,1209,Frau Schulze kann individuell CO2 vermeiden in dem sie die Luft anhält,1
1435,2196,"Warum muss man sich eigentlich immer gegenseitig beleidigen? Man kann auch respektvoll miteinander diskutieren - das ist gar nicht so schwer , nur Mut! 😉",0
814,1231,"DANKE für Antwort - Noch 2 Bemerkungen: Titanic-Kapitän geht nicht von Bord; Andrea Nahles bleibt - o d e r - SPD wird mit ""alten weißen Männern"" wieder wählbar ( Die jungen Grünen kann die SPD nicht überholen: Bärbock und Habeck sind unübertroffen ""geil"". (Bis heute abend. 👩‍❤️‍👩)",0
923,1407,https://de.statista.com/statistik/daten/studie/76095/umfrage/asylantraege-insgesamt-in-deutschland-seit-1995/,0
3330,2113,"Doch, das nennt man Framing! Das sind richtige Verbrecher, die vom WDR. Sociopathen quasi",1
3006,1222,"Man, Baerbock...Du hast‘s leider immer noch nicht kapiert 🙈 Kannst nur hoffen, daß Du nie ein Spenderorgan brauchst...oder hast Du für diesen Fall Beziehungen? 👎",1
98,149,"Den Wihnungsmarkt kann man nur heilen wenn man Eigentumsbildung fördert das Deutschland mal eine vernünftige Eigentumsquote hat.jetzt 35 % Italien,Irland,Rumänien 93% ...Wer in ein Eigentum zieht macht eine Mietwohnung frei...Doll",0
1390,2133,"@USER Du weißt so gut wie ich, dass große Tabus bestehen..Und wen wundert es, dass es dann Leute gibt, die dieses Vakuum ausfüllen? Und es ist ziemlich unredlich, jede Islamkritik mit Islamfeindlichkeit gleich zu setzen.. Religionskritik jeglicher Art war bis vor einigen Jahren völlig legitim..Aber der Islam war hier eigentlich nicht mein Thema.Ist ja eh oft durch verstaubte Traditionen beeinflusst.",0
2884,857,@USER toll!,1
1844,432,@USER stimmt aber hat mit meinem Kommentar nichts zu tun sie zurückgebliebene,1
1597,2434,"Oh Jesses, das ist so unglaublich hochnäsig wie falsch, was Sie da erzählen. Der neofaschistische Chefeinflüsterer für die AfD, Götz Kubitschek, hat es bereits in seinem im Jahr 2006 auf seinem Blog erschienen Pamphlet ""Provokation"" eindeutig formuliert, was er vorhat: »Unser Ziel ist nicht die Beteiligung am Diskurs, sondern sein Ende als Konsensform, nicht ein Mitreden, sondern eine andere Sprache, nicht der Stehplatz im Salon, sondern die Beendigung der Party.«",0
990,1512,"@USER da gibt es aber viele, die da was dagegen haben, nicht grad schön ein leben lang für andere zu arbeiten um in der Rente arm zu sein",0
654,979,"@USER Naja, wer schon die verfassungsfeindliche und extremistische JA unterstützt, ist tatsächlich nicht mehr zu retten.",0
2821,644,"einfach nur irre,,",1
2168,1371,Was ist die eine in der Runde Hänsel Keckes..,1
2677,236,"@USER naja ich wollte die deutschen bisschen triggern , also ja, provozieren mit absicht , da haben sie mich aber erwischt sie alter Schlitzohr ;) ... nun die frage warum ich diese armen gestallten provoziere ist ... ich versuche es nett zu beschreiben , diese Arroganz der leute geht mir ziemlich auf die 🥚🥚! Seit paar jahren kann man beobachten wie frech und diskriminierend ihr euch gegenüber der migranten verhält. Alss wären wir euer Untertanen oder seien für die politische lage in der türkei verantwortlich... naja , eigentlich könnte ich ein buch darüber schreiben was hier in Deutschland alles schief läuft mit hilfe der schlafschaf Gesellschaft, aber sei es drum , ich beleidige und trigger die assozialen internet daitschen lieber anstatt diese aufzuklären :)",1
937,1427,"@MEDIUM, und nun wird hier von den AfD-Nazis gegen Herrn Daimagüler gehetzt, denen er natürlich ein Dorn im Auge ist, weil er im NSU-Prozess Hinterbliebene vertreten hat. Das haben Sie nun mit Ihrer Einladung des völkisch-nationalistischen AfD-Politikers Uwe Junge eindeutig provoziert.",0
1468,2254,"naj, scheint spannend zu werden. Da hat @MEDIUM ein brisantes Publikum eingeladen.",0
2028,990,"ach herrje, schon wieder der Kevin mit Guido Reil - da ist Ärger vorprogrammiert , da lohnt das Einschalten. Arroganz trifft klare Fakten. Und wie viele sind da wieder mal gegen einen ? Armer Guido Reil .",1
2142,1301,In Tübingen bauen sie 1000 Wohnungen in bester Lage aber da darf kein Polizist einziehen... ist für 10 Jahre reserviert für Flüchtlinge... Geld wäre da nur nicht für Steuerzahler 😡,1
3209,1793,@USER weshalb sollte sie? Durch Fachwissen fällt bei denen keiner auf.,1
1414,2168,"Die Wahl von Abgeordneten und eine (unverbindliche) Umfrage über ein Sachthema sind überhaupt nicht vergleichbar. Die Abgeordneten wurden in den deutschen Bundestag gewählt und die Zusammensetzung entsprach genau dem Wählerwillen. Von daher ist eine Neuwahl (die wohl auch zu keinem anderen Ergebnis geführt hätte) nicht opportun, so lange nicht alle Mittel ausgeschöpft sind, um eine tragfähige Regierung zu bilden. Hingegen kann eine Umfrage (mit geringer Beteiligung) nur eine temporäres Stimmungsbild sein. Jetzt, wo alle Fakten auf dem Tisch liegen und ein konkreter Austrittsvertrag zur Debatte steht, kann das Stimmungsbild ganz anders ausfallen.",0
2150,1324,"@USER Nochmal, anscheinend klappt das bei ihnen mit den Synapsen nicht, was sie da schreiben ist vollkommen richtig. Wohnungsnotstand gab es auch vorher schon, die Gründe sind bekannt, aber durch die Flüchtlingskrise hat es sich eklatant verschärft was wohl nachvollziehbar ist, für jeden der noch ein gewisses Maß an Intelligenz besitzt, dass bei Zuzug seit 2013 von 2 Millionen Menschen in einer angespannten Wohnungssituation, auch 2 Millionen Wohnungen mehr fehlen!",1
876,1329,Er sagt die Wahrheit und die Anderen kucken doof weil Sie erwisch worden sind das Sie nichts sagen.,0
2619,65,🤣Ach das Trollchen ist auch schon da.,1
734,1103,"@USER aber wie man hört keine Überlandleitungen..von Nord nach Süd, jetzt wurde auch noch die Reserve aus Österreich gekappt da dies der EU nicht passte dieser Austausch..",0
751,1126,"DANKE für Antwort - Noch 2 Bemerkungen: Titanic-Kapitän geht nicht von Bord; Andrea Nahles bleibt - o d e r - SPD wird mit ""alten weißen Männern"" wieder wählbar ( Die jungen Grünen kann die SPD nicht überholen: Bärbock und Habeck sind unübertroffen ""geil"". (Bis heute abend. 👩‍❤️‍👩)",0
420,647,"Problem ! Heute kann man keinem mehr trauen, hätte nie gedacht das ein Apotheker ,Krebskranken Medikamente gibt die Null Wirkung haben. Es sollen schon Listen ""gedreht"" worden sein, damit der oben steht ,der besser bezahlt.",0
2342,1864,"Pinguine halten sich Weibchen zum vergewaltigen, verstoßen Babys, essen es, und ersaufen Konkurrenten im Meer, ganz wie wir Menschen. Tiersendungen sind Hitlerpropaganda",1
1310,2014,"@USER ""Proportional zum Wirtschaftswachstum""? Dann müssten diese Häuser in China gebaut werden, hier wird mit der GOKO nichts mehr wachsen!",0
302,454,@USER das lässt aber zu wünschen übrig,0
2020,966,"@USER sie werden bei den nächsten Landtagswahlen sehen, wer ungebildet ist",1
3242,1872,"Die Deutsche Wohnen..... lassen Wohnungen bewusst vergammeln, um sie dann teuer sanieren zu können, um so die Miete in die Höhe zu schrauben. Nach einigen Jahren kann man damit richtig Asche machen. Woanders werden Sanierungen gemacht, die der Mieter oft nicht braucht und das auch nur dazu dient, dass die Mieten steigen. Andere Gründe für leerstehende Wohnungen sind die, dass man sie bewusst leer lässt, um sie später teurer zu verkaufen. Viele hier springen jetzt auf den Zug von diesem Orgel auf und geben der Linkspartei die Schuld. Berlin ist ein ganz anderes Pflaster und da werden Zusammenhänge gemacht, wo keine Zusammenhänge sind. Leider interessiert sich das dumme Volk nicht dafür, daß dumme Volk will einfache Lösungen und dazu muss man diesem Typen ohne eigenes Fachwissen einfach nachlabern. Wenn Anträge nicht bewilligt werden, hat das Gründe, man muss sich an Regeln und Gesetze halten. Nur weiles für einfache Bürgereinfach klingt, gibt man ihm recht. Leute, Gehirn anschalten!!! Ich bin auch komplett gegen Enteignung, dass ist nicht das Ziel. Deswegen bin ich oft auch kein Freund der Linkspartei, ABER in vielen Städten ist es so, dass gerafedie Linkspartei sich extrem bemüht um neue Wohnflächen. Also statt blind und dumm zu glauben, selber recherchieren, vielleicht sogar selber denken, wenns keine Kopfschmerzen verursacht.",1
2169,1374,"Die Reichen werden immer reicher und die Armen immer ärmer. Der Mittelstand schrumpft und knapp 1/3 bis die Hälfte der Bevölkerung ist von Altersarmut betroffen. Die Umverteilung des Geldes ist ein Weg, der unumgänglich ist. Es geht nicht darum Leuten den ganzen Reichtum wegzunehmen, sondern lediglich darum Probleme zu lösen und das Geld muss irgendwo herkommen. Die Reichen und Superreichen werden es überleben, dass sie etwas mehr Steuern für das Gemeinwohl zahlen müssen. Hier wird ja bewusst so getan, als wäre das der Weltuntergang. Hier stellen sich viele auf die Seiten der Reichen und Superreichen. Wie kann man denn so bescheuert sein?",1
2285,1712,"Sie lernen es nie, links scheint denken schwierig zu sein.",1
118,184,"Ich glaube, dass man mehrere Heimaten haben kann. Und dass weder die einen sagen sollten: das ist nicht deine Heimat. Noch sollte man selbst die Mitmenschen beleidigen",0
1722,63,Das die Greta missbraucht wird ist klar! Mit arrogante Trittbrettfahrerin meinte ich diese „Luisa“.,1
2179,1400,"Püppi die durch Klimaschutz bekannt werden möchte, Nicht mehr und nicht weniger!",1
2762,483,Subventionen abgreifen weil seine Ingenieure nichts können,1
1159,1762,"""Fair"" ist witzig.",0
2582,2566,Das wird lustig. Intelligent gegen doof.,1
1445,2214,"@MEDIUM Wollen wir doch hoffen, denn bei anderen Sendungen habt Ihr leider was die Lingua Tertii Imperii bei AfDlern betrifft sorry to say that gepennt... :-(",0
2634,124,"@USER man wird doch genötigt.!!!!! Die werden mich ausweiden wenn ich dem nicht widerspreche, Frechheit. Wen ich damit einverstanden bin hätte ich einen Spenderausweis...Ende",1
1370,2103,"Im Prinzip widerspreche ich dir nicht. Aber sobald einer Gefahr läuft ein Organ zu brauchen wird er einfach Spender mit der Begründung, dass er seine Meinung geändert hat.",0
1117,1699,Die Politik hat den Weg vorgegeben und diese reiben sich jetzt verwundert die Augen. Genauso stelle ich mir Politik vor. DANKE.,0
2059,1073,@USER genau. Pro Familie nur noch ein Kind. Da reicht auch ein Kleinwagen. Keine urlaubsfahrten. Kein Fleisch oder sonstiges. Das ist mein Humor. Dann sterbe ich lieber.,1
2304,1768,"75% sind nicht für die grüne Sekte. 75% wollen nicht auf die Bäume. Ich bin auch gegen AfD. Ich Bayern haben die Grünen gewonnen, weil die CSU die AfD rechts überholen wollte. Die Grünen und deren Anhänger sind dermaßen aggressiv im FB. Wer nicht für die Grünen-Themen wird zusammengestaucht.",1
1539,2356,"@USER ..egal..wir werden sehen..due Entwicklung hinter verschlossenen Türen geht weiter, wovon wir alle noch keine Ahnung haben..wir sollten bei diesem Tempo unser wenn und aber,..was ist wenn?..usw usw,..ganz schnell beiseite legen...der Fortschritt ist nicht mehr aufzuhalten..und wir müsse6da mithalten..ob es uns passt oder nicht..sonst sind wir eh vom Fenster...bin dann mal weg, ..habe alles geschrieben...und damit von anderen keine dummen Kommentare mehr geschrieben werden..werde ich meine Beiträge jetzt löschen...Wünsche trotzdem noch einen schönen Tag..😉",0
2180,1402,"Bin mal gespannt wann die züchtungsversuche von Adolf wieder ins Gespräch kommen ,blond und blaue Augen",1
2351,1893,"Junge Dame, ohne Punkt und Komma reden geht gar nicht. Schlimm ist das. Da bekommt man Ohrenkrebs.",1
2962,1098,Hoffe wir das es so kommt. Die Grünen sind unerträglich.,1
2708,342,"Verstehe ich das jetzt richtig ? . . . Wenn ich mit meinem LKW in Portugal bin , dort aussteige und sage "" ich will jetzt hier dazugehören "" , bin ich dann automatisch Portugiese ? . . . Oder wenn ich in den Kongo fliege , dort den Wunsch oder auch die Forderung vortrage , dort ab sofort "" dazu zu gehören "" , bin ich dann automatisch Kongolese ? .. . Klingt für mich zwar etwas schwer nachvollziehbar , aber ich habe ja auch kein abgebrochenes Theologie-Studium aufzuweisen und lasse mich deshalb gern belehren . . .",1
1681,2564,@MEDIUM Tarifvertrag zählt aber nicht für private Arbeitgeber. Der Großteil ist privat. Also kein Vorteil!!!,0
2201,1461,Hier werden wieder GEZ Zwangsgelder verschleudert um Zivilversagern eine Bühne zu geben.,1
2802,592,Deutschland ist nicht mehr lebenswerter für uns ka punkt punkt punkt ken ! Es wird zeit das wir alle unser koffer packen und die daitschen mit ihrem aus Rumänien neu eingewanderten roma/sinti migranten alleine lassen . Punkt aus ende der Diskussion,1
671,1008,"Sie und ihre Nazis,..",0
1760,173,"@USER sorry, aber Sie sind Realitätsfremd und versuchen gerade fanatisch, mein Kommentar zu relativieren und entkräftigen! Ja, in Pflegeheimen und auch in der Ambulanten Pflege leiden Millionen Menschen an den Folgen der Politik der letzten Jahren!",1
2073,1124,@USER kannst du lesen ? Dieser Post war auf einmal nicht mehr verfügbar. War bei Lanz hier gepostet. Kannst ja schauen ob er vielleicht nochmal hochgeladen wurde. Meinst du ich ziehe mir sowas aus der Nase,1
1727,82,@USER mir kommen die Tränen 🤣🤣🤣🤣,1
2778,519,"Ein Vulkanausbruch ergibt mehr schädlichen Dreck als alle Fahrzeuge zusammen seit Anbeginn, aber ihr lutscht halt gerne.",1
3306,2033,Wenn man ganz leise ist kann man sogar die Chinesen über die SPD lachen hören. Eine völlig hysterische Gesellschaft in den Fängen von Öko Populisten. Das gleiche Schema hatten wir bereits beim Waldsterben.,1
569,859,@USER Das wird Dir angesichts der legalisierten Organmafia auch nichts nützen. Die haben dann eben nie einen Ausweis gesehen. Aber sie können für ihre Taten auch nicht mehr bestraft werden! Darum geht es hier nämlich!,0
1699,1,"@USER naja, wenn man bedenkt wie teuer diese Stadt durch die Bauern geworden ist würde ich sagen, dass das nicht mehr so ganz stimmt. Außerdem hat Süddeutschland sehr, sehr lange durch den LFA mehr als profitieren können und die heutigen Wohlstandsstrukturen erst aufbauen können. Kein Bundesland hat mehr durch Subventionen profitiert als Bayern, gefolgt von NRW. Also bleibt schön mit Euren Ärschen dahoam 😊",1
2424,2072,"@USER wie lange haben sie für diese linguistischen Ergüsse - ganz im Gegensatz zu ihren ersten Plattitüden - gebraucht? Mal ganz ehrlich! Ist es nicht Jammertal, wenn so viel Bildung zu so wenig Erkenntnis verhilft.",1
2316,1803,@USER laaaaaaber nett. 😳soooo ein Quatsch,1
2023,976,"Also, wenn ich eine Pulle Bier kaufe, die vorher im Supermarkt 0,85 Euro (ohne Pfand) gekostet hat und für die ich nun 0,95 Euro (ohne Pfand) dann ist diese Pulle Bier ""teurer als bisher"". Wenn die Pulle Bier so teuer wie ein Wocheneinkauf ist, dann haben Sie eine Vorstellung davon, über welche Summen wir hier reden. Bedenken Sie, dass es IMMER teurer wird, als man dem Wähler vorgaukelt. Ich zum Beispiel werde der Erste sein, der da an die Tür klopfen wird, um mir das Geld anderer Leute abzuholen. Und für den Rest arbeite ich schwarz – so wie Millionen anderer es auch machen werden. Mit Speck fängt man Mäuse. Mit ""Garantiesicherung"" Idioten.",1
