,comment_id,comment_text,Sub1_Toxic,Sub2_Engaging,Sub3_FactClaiming
711,1554,@USER: https://en.m.wikipedia.org/wiki/Troll_(net culture),0,0,0
712,973,Pretty near when you expropriate the apartments who should manage them the state of the Berlin Senate then every repair lasts as long as the BER ...Doll that is something in politics,0,0,1
713,2351,"In addition to that, I have to pay for the care of my employees. In addition to that, I have to pay for the care of my employees. In addition to that, I have to pay for the care of my employees. In addition to that, I have to pay for the care of my employees. I have to pay for the care of my employees. I have to pay for the care of my employees. I have to pay for the care of my employees. I have to pay for the care of my employees. I have to pay for the care of my employees. I have to pay for the care of my employees. I have to pay for the care of my employees. I have to pay for the care of my employees. I have to pay for the care of my employees. I have to pay for the care of my employees. I have to pay for the care of my employees. I have to pay for the care of my employees. I have to pay for the care of my employees. I have to pay for the care of my employees. I have to pay for the care of the care of my employees. I have to pay for the care of the care. I have to pay for the care.",0,1,1
714,506,"I won't let anyone take my love for my home, nor will I feel bad all the time because my father is a Turk.",0,0,0
715,884,@USER thought it sarcastic because the building was cheaper in 70s 80s...today it is too expensive to build because of specifications.,0,1,1
716,801,@USER Beautiful for you my mama likes Him too........,1,0,0
717,657,"You used to do research on your own today, using the social media that you usually condemn, and you should cut your salary, whatever we viewers pay.....",0,1,0
718,466,@USER you naughty bengel you,1,0,0
719,2314,Reil has too much speaking time!,0,0,0
720,2857,"You, too, don't know what injury means, just look into the criminal code.",0,0,0
721,3158,Please don't forget to stamp @USER!!,0,0,0
722,1652,So... again that everyone understands it ! https://www.facebook.com/andreas.turschmann.3/videos/1244161859075732/,0,1,1
723,1090,@USER And why do you think that? All the negative mottling of the men here must have a reason!,1,0,0
724,1597,@MEDIUM I asked you why the mail was deleted by someone where is explained how often Luisa flies ?,0,0,0
725,10,After me the Flood,1,0,0
726,736,@USER property makes peculiar,0,0,0
727,1911,The Member States are only the European dwarfs.,0,0,1
728,1790,"You can imagine this for animals: the cow gets a new pansen, the pig new kidneys .... the dt. sheepdog I take out, because the cow gets new hips and eats the brain of its lords ;) I don't want foreign organs, I don't give away my own. I'm not supposed to be a godly creature for this. I smell the business here. I know// knew people who suffered a lot before and after transplants. but you don't report about them.",0,1,0
729,1038,"@USER hold mirror, do you think because you have money is better?",0,0,0
730,2450,"The parties are only government parties because they receive as such free, benevolently moderated broadcasting time. Alternatives, and I am not talking about the AfD now, have been and have been ignored in ground. The development is obvious for 20 years, at the latest for 10 years. - Now the leading heads of the ruling sitter parties to provide reaction parties with advertising time again is a mosaic stone in a large picture that forms my accusation government television.",1,0,0
731,2523,@USER What doesn't suit you about me?,0,0,0
732,1603,"@USER, I can only see that You are flying around the world, and that you are dumping others with your ecorhetoric.",1,0,0
733,428,@USER What do I have to do with the fascist Erdogan? And you can push your condolences where the sun never shines.,1,0,0
734,2775,@USER should be invited to a Green and consulted on this subject https://www.facebook.com/530757183776023/posts/1159622474222821/,0,1,1
735,3047,This hatred and incitement has arisen because the state and the press have turned against its people. Now the state is slowly but surely going against the police and the army... everywhere Nazis!?!? The children are raised to disobedience against everything. There is no compulsory schooling anymore. What is there? Democracy? Certainly not!,0,0,0
736,1282,"Say and write 100,000 flights world far on DAY!! And the driver is the stupid one!! Just like that, these planes fly with water and are 100% clean ships that are used to thousands of times a day the seas and waterways then also with what they are driving on and are 100% clean only the stupid driver is again at all fault!! I ask who here who is kidding!!! And why you believe that too!!!",1,1,1
737,2429,"Mother brings me the tope, the stomach drops. Oh yes the best against diarrhea also",0,0,0
738,1917,"What, in fact, would salvation from Jesus have looked like if he had been an organ donor?",1,0,0
739,668,Great! Good to hear!!,0,0,0
740,92,Where the politicians Hart ! In the Bundestag come and go when they want some sleep in debates well with so hard buffets and food inserts you can also understand . They would all have to return after 4 years to your old jobs. Without pension claims,1,0,1
741,2935,Very well put to the point the discourse strategy of the New Right and its right Gramscism.,0,1,0
742,1549,"Lanz was as always ""weak""",0,0,0
743,998,This is the reality: https://www.bz-berlin.de/berlin/columne/so-prevents-red-red-gruen-ganz-aktiv-den-wohnungsbau-in-berlin?fbclid=IwAR0YlENHpg3gtEvIGViZueghHqEo4_zIDGXrrDQNhA4YF34JKWgVCRQmk00,0,1,1
744,1365,@USER: The future is playing in Asia anyway. Nobody cares if Germany sacrifices another key industry,0,1,0
745,1161,@MEDIUM please answer how @MEDIUM looks in the workforce of women and men who is under pressure and who is at the pusher or everything alike...,1,0,0
746,205,No :-) where it's good.,0,0,0
747,3162,"@MEDIUM yes, thank you, the essential efforts to contribute to the objective dialogue.",0,1,0
748,1825,"@USER No law forces me to things I don't stand behind, I'm not a serf of the state",0,0,1
749,1896,......I don't either!,0,0,0
750,669,Thousand and five hundred likes!!!,1,0,0
751,417,What a stupid discussion. Are we now completely stupid. I have to shut down. I get headaches.,1,0,0
752,2305,This has nothing to do with populism but only violence and crime.,0,0,0
753,1242,"@MEDIUM who go to the streets because it's cute to skimp the school and because a hyped Swede is there. In principle also controlled by the media. As far as e-cars are concerned, I ask for an honest fact, because it is not exactly climate friendly to make the batteries. I am a big fan of their broadcast, but they invite guests, who also have an idea of the matter and are not ideologically guided. Even the founder of Greenpeace tells something else today. I personally am a person who likes to hear the opinion of others, so that one has a basis, insofar as these are based on facts. Physical and factual discussions would be a great thing, so that a real enlightenment is also carried out. Even if this might not fit into the concept of their broadcast. The bottom line is that no matter what Germany does, as long as the big nations do not go along with it, nothing will change.",1,1,1
754,1914,@USER! What a compulsion? One can contradict. My God again.,0,1,1
755,777,@USER wrong. Pretty much the most shameless and lying thing I've ever seen on the show.,0,0,0
756,2243,Hach family knight also at the start... Was clear... //Team Boris Palmer Watch,1,0,0
757,763,@USER in Berlin has been racing the Macke for a hundred years!,0,0,0
758,1185,full hit,0,0,0
759,1955,Would this also be the case? At least opfisch? The example shows what kind of excesses the whole thing can assume. https://noizz.de/wissen/mann-versichtet-auf-kopf-transplant-wegen-familiengluck/jqh1wex,0,1,1
760,339,"@USER I also think of all descendants of people from Bohemia, East Prussia, Pomerania, German minorities in Hungary, Serbia,... returnees from Israel, USA, South America,... from the GDR to the FRG, from the old to the new federal states, etc. :-) All in all, the majority is no longer there, where their great grandparents or grandparents were born.",0,1,1
761,424,"The woman didn't really discuss matters in a factual way. In the simple question of why so many Erdogan chose to approach the questioner in person, it's just stupid. Don't let people speak, it also seems to be a hobby.",0,1,0
762,3243,@USER .They're waiting there,0,0,0
763,3022,"The AfD is now again liable for the cruel murder shows once again that the People's Party does not even stop in a grieving case. One uses itself and uses the victim for the election campaign on the back of the AfD. With what right does one blame the AfD for this murder? Who has actually ensured that the AfD is so strengthened? What pressure are the People's Party and what fears must they have in the east to lose the Landtag elections if they resort to such populist means and want to dismantle such a democratically elected party - as one has to find out. The guilt question does not have to clarify the parties, that is the responsibility of the prosecutor or one could also say that the damage to the reputation is.",1,0,0
764,2009,"@USER yes, with your comment at the latest.",1,0,0
765,2714,@USER What's so ridiculous about it? Do you have arguments?,0,0,0
766,232,"""You're talking about equal rights between women and men or dealing with homosexuals."" And that from the mouth of a CDUer. How hypocritical. AKK would immediately undo marriage for everyone if she could.",1,0,1
767,2219,@USER -- h ARD !!,1,0,0
768,1476,"Well, at least that's what the BER is doing under German leadership.",1,0,0
769,1007,@MEDIUM by promoting that there are more small housing societies than wekig Große around example.,0,1,0
770,1856,"that you have more time for organ donation for brain death, actually logically, not traceable.",0,0,1
771,3132,@USER Is it in the interest of society that we have to feed people who are hostile to us? You will have to live with the fact that not everyone is in the sand. Your longing for consensus sauce is already very much due to convenience. And YOU and your peers would love to be free of opinion.,1,0,0
772,1252,"Even if it sounds Polish, but we have two options. either we pay with money and deprivation or our children with life. There is a lot that we could do good to the environment AND in the long term we keep our standard of life close to it. Hydrogen as fuel is not SiFi but there is. This does not cost a job but would even generate jobs. More green energy, creating the infrastructure for hydrogen and a VW factory worker it can be no matter what engine it installs. Cruise ships are expendable for recreation there are 100 other ways to make holidays. Eat less meat is not only good for animals and health but also good for the climate. Other countries with German know-how and if it needs to be capital to become greener. You can do a lot but you also have to be willing to do it and the bill that nature issues us to pay NOW before it is too high.",0,1,1
773,2064,@USER I've seen a report some time ago. Unfortunately I no longer have the numbers in mind. The farmer got more money for his organic meat. The discounter has earned the most. Find the mistake. What the discounter hit on it was more than usury.,0,1,1
774,2217,"We want to build a better republic with Künert SPD and the LINKS - Guido REIL at ""h ard aber fair"" is a SELECTION!",1,0,0
775,2546,@USER children & grandchildren - true - but I mean something completely different from you ;),0,0,0
776,2402,@USER which is more than corrosive,1,0,0
777,2891,Democrats do not need people from the ethnic and nationalist backgrounds in talk shows.,0,0,0
778,2688,@USER that please tell the Greens who the polluter party makes the court... almost said Hofreiter - Augstein said it very excellent: Merkel (CDU) is the mother of the AfD! And with them Greens want to save together FRG?! They will suck up like FDP and SPD ...from 20% on ... say 3% ?!,0,1,1
779,2606,"@USER, ""human""..., that's exactly what the Greens are missing to this day!",1,0,0
780,2024,a German speaks again who should go,0,0,0
781,552,"May I? am also ""Westler""... Obviously they have not been able to integrate themselves into this society. Yes, it seems a bit crazy when you swaddle from a people and share it at the same time in Ossies and Wessies. Well, the absurd idea of genetic purity was toppled again. Completely beyond the science. Just send in a sample and wait for results - promenade mix like a street bait comes out there, as with all people. Can the humanity continue to abandon it does not come by. Much fun still desired :D",0,1,1
782,207,"""Point-- sounds a little deceptive",0,0,0
783,2355,"What are these gifts to the pensioners only! To the pensioners the pension was stolen, it should mean.",0,0,0
784,491,"@USER WHERE do I rise above others? My opening comment deals with the fact that Mr. @MODERATOR did not understand the shitstorm caused by the title of his broadcast. I explain it to him. If you feel triggered by it, it is not my problem, but yours.",0,0,0
785,2186,The people are and will only be exploited.,0,0,0
786,1419,Is it exciting what they want to call for climate change? The bad car? Or is it perhaps the way of life? Can we just take it? Sacrifice nature for prosperity? Or are we ready to give it? Everyone is waiting for the others to do what and if they do what it's not really a stupid situation we can talk a lot. That's what it was like.,1,0,1
787,2968,"@USER, the Greens are also strong! Say only one thing: ""Scatter march"" I am enjoying myself deliciously",0,0,0
788,453,@USER yes pimp and your mudda the employees of the month.. watch out if you come to me so weird I come to you even weirder. Be nice or I cut your mudda the Christmas money,1,0,0
789,2455,"The AfD is certainly not the first party that comes into my mind now. - For the first time it is about exposing blatant false self-understandings. It is to be spread publicly funded what the last 10+x years topic should have been in specialized committees and should have resulted in recommendations for the ""stable coalitions"" of the past legislatures. When it comes to alternative thoughts on this GENERATIONAL TRANSFER topic, not parties with structures from the last millennium should set the tone up and down. On the ballot papers recently stood again 30 parties. Some of them are kept alive by nothing but idealism. - And who can be coerced? - The REAGING governmental parties.",1,0,1
790,1496,"What is Germany supposed to achieve with its 1 or 2% worldwide? Even if we completely eradicate Germany, nothing changes worldwide.",0,1,0
791,1237,"No, we don't have to change anything! We're not going to change anything!! We're going to make 5 coal-fired power plants and in China, 700 new units are being built... Diesel driving ban in Germany and the cars are going on in Poland... that's Green Religion ... please quickly in China Friday's school cocks that could save the world...",0,0,1
792,805,"If you thought you got rid of this criminal pack in 1989, the @MODERATOR will put their grandchildren in his talk show. Absurd! And: I can also pay the cheese.",0,0,0
793,3212,"@USER, sorry. That's right again... They really lack all this!",0,1,0
794,3207,"How can Ursula be lifted from the leyen to the highest office of Europe, where she has already done some carvings as Minister of Defence - like advisory contracts, etc.. The top candidates were simply knocked out and thus the voters cheated, because Mrs von der leyen did not stand on any ballot paper. Why is one still going to vote when the voter is betrayed in the end? Merkel has again done a whole job - again a solo course like 2015 without taking the voters with him.",1,0,0
795,2258,"@USER aha, better than another one like that.",0,0,0
796,2248,"After all, every party is populist, and everyone wants as many voices as possible.",0,1,1
797,1147,"@USER as I said, science doesn't matter anymore. It's about priorities, not about the fact that a boy actually plays with a teddy once. Nevertheless, the tractor will win against the Barbie.",0,0,1
798,1571,...wise ones are rarely sympathetic...,0,0,0
799,1507,They may not need it. Others need it or want it. Long live diversity and especially freedom.,0,0,1
800,557,"@MEDIUM Censorship of Millionaires ,,,lach",1,0,0
801,835,"Dear Mrs. Secretary General Nicole Beer, against housing shortages and high rents, an amendment of taxation and inheritance law helps, especially when it comes to the scarce production factor ""ground"" - in order to be able to build as a consequence faster and cheaper. This is even the view of many liberal free spirits.",0,1,1
802,1336,"It's best we ban the cars here now, E-cars still have a worse Co2 balance... then we doof Germans save the world... laugh",1,1,1
803,2315,"We like Peter Filzmaier very much, he hooks up when Plasberg is still listening... //Team Boris Palmer Watch",0,1,0
804,2381,"@MEDIUM , I know a lot of people. But not one has been interviewed or knows one who has been interviewed. Where do the extrapolations and survey values come from? In any case not from surveys of the average citizen!",0,1,0
805,2148,"@MEDIUM And to write an absolute impudence here of ""idiologically colored information"", if it are comprehensible the numbers of the BAMF, as they could have seen if they had looked a bit better. Impudence!",1,0,0
806,833,In Tübingen they have built 100 million but only refugees may move in the next 10 years... where is the mistake money is there ... just not for the citizens ,0,0,1
807,574,"@USER I think the Ossis aren't that bad, besides, it has to be over with the babashe.",0,1,0
808,2665,"@USER @USER do you still choose green?Despite the knowledge that the possibly NSU cover, even Islamists (in their own ranks - just blown up) Just as a question I would like to know how far your Greens are still going to get to power?! Incitement to AfD but prevent it being revealed - how does that fit together. :D",0,0,0
809,886,"Since elections no in some regions of Austria's older farmhouses houses abandoned inns... which are then bought by townspeople,",0,0,1
810,325,It is simply my opinion. Who only has the German passport and no other one should not be called a migrant.,0,0,0
811,501,"@USER You know @USER, your regrets or not-regrets you can push anywhere else. Germany is MY HEIMAT, the people can turn their heads and shake their feet. And I LOVE my homeland. And that's exactly why I defend my democratic and wonderful HEIMAT against people who want a Germany from 1950 or 1960 or even 1940.",1,1,0
812,991,@USER achso the people should then make car and insurance. Super idea Brain.,1,0,1
813,1270,"Quite unlike the climate student, isn't she?",1,0,0
814,2608,"I'm more interested in whether the Greens are still elected by the moral people - even though, for example, they put the NSU files together with CDU on ice for 120 years by mutual agreement (i.e. the votes of the SPD!) ?",0,0,1
815,2783,@USER not hate and incitement - reality,0,0,0
816,3189,He can distribute flyers..helps against clan weddings running out of control.,1,0,0
817,790,"Expropriation always has something negative. It sounds to me like ""We are too incapable of changing the laws in such a way that it becomes more equitable, so we expropriate the big companies"" The expenses have to be changed so that you can still speculate with apartments. Flats are left extra free so that you can sell them if it's worth it, Vonovia speculates on the stock market, makes billionaire profits and rents rise anyway. You have to do something, but not expropriation.",0,1,1
818,305,He only spoke out what's obvious. Fear is the biggest election motivation...,0,0,0
819,231,":-) sorry, in order to get to your Niveu I would have to dig out a 10 meter deep basement first. I know human enemies, you jerked off. Facts don't matter to you. What you want is just to beat on people looking for help If there are no more refugees, then you go to the homeless, Hartz 4 recipients and unemployed. You just want to see the world burn.",1,0,0
820,306,@USER who has expertise when it comes to the topic of home?,0,0,0
821,1307,The climate money machine continues to roll,0,0,0
822,2202,Toggle @USER - what's so hard about it?,1,0,0
823,253,Here - a summary of official police reports ! --- http://RefCrime.Info/EN,1,1,1
824,197,@USER quite the opposite: it is wonderful when he sees the FRG as a home.,0,0,0
825,1043,@USER You have no idea about economics. Especially the low interest rates have driven the real estate prices.,0,0,1
826,2515,"Do we argue? Let's just say, just our opinion, about us, I deal tactfully at all times, with respect for other people, I don't hurt what I also want in dealing with everyone!",0,1,0
827,2518,Why should I emigrate?,0,0,0
828,710,"@USER right, where do we get there, that the one who commissioned someone in the end should pay for it also... Should I pay for my beer, like in the fucking Soviet Union, even if I ordered it? DDR 2.0 I just say...",1,0,0
829,1857,"However, one has a ""period"" to worry about institutions does not find it better to say, convey to the recipients who are perhaps in different federal states or even EU countries.",0,0,1
830,1510,"It was a lot of blablaze as I thought it would be. In Germany, we can push away as much as we want, because Germany doesn't save the climate alone. But that's typical German: everyone wants to save. But it's good that you talked about it.",0,1,1
831,3164,"No one could tell me so much hatred that I would even beat a person, let alone kill him. Why? Because my parents didn't raise me to hate and violence and because it's not worth it that I'm punished for my criminal actions.",0,1,0
832,3234,"What a debate. In Brussels, after all, are all pipe-crapers, and now they want to send the Bundeswehr down to Brussels.",0,0,1
833,2310,they don't want to understand it if you're not represented by any of the parties and only make stupid promises...you don't vote or AfD anymore! All these discussions are only distracting....,0,1,1
834,2239,"@USER so they are the Volkische Blut-und Boden nationalists and Lingua Tertii Imperi spreader... [LTI = Lingua Tertii Imperii, the language of the Third Reich, author Victor Klemperer]... and now the candidate lacks the famous sacrificial role and he has been misunderstood... Warm //Team Boris Palmer Watch",0,1,1
835,2096,Just. The balance is missing,0,0,0
836,3032,You have to wait with Islamists until they do something.,0,0,0
837,1418,"@USER , even antisocial chatter. Your ignorance creates the planet!",1,0,0
838,1822,@USER and that's up to me,0,0,0
839,2309,"We are talking about nuclear energy, better than to disfigure the landscape.",0,0,0
840,3191,Yesterday in Essen seven clan-MITGLIeder kicked against the head for a twenty-year-old for a few minutes and filmed the whole thing with their cell phone.,1,1,1
841,866,"exactly. when the child has fallen into the wells, it is always a social task. best example: 2008, when the banks were ridden by the greedy bankers into the landscape. there was the task of the public hand to save the banks. during that time, those who ridden them with their millions of redemptions rubbed their hands. now let the real estate sharks ride in the corner. let's see who is held responsible. do we want to bet?",0,1,1
842,2839,"Who poisons and splits with pushes and propaganda, and censorship ??!! It's time for all afd voters to sew a grievemoji as a patch to the jacket so that the world can see what's going on here!",0,0,0
843,2477,"Wonderful colleague. Sad that nobody had their ass in their pants to take up their topic to the nursing chamber. At the expense of the nurses implement a chamber that has NO benefit for you! Further: https://www.sueddeutsche.de/politics/deputywatch-lobbyism-government members-1,4467492!amp?__twitter_impression=true",0,1,0
844,2199,"I'm sorry, I'm sorry, but I'm sorry, but I don't know.",0,0,0
845,679,"At the same time, the infrastructure in rural regions should be greatly improved and expanded as well as industry and service providers should settle there! There is enough cheap housing there. Thus, one could reduce the rural exodus to the conurbations, because there rents and property have become unaffordable.",0,1,1
846,3035,Was clear that the green says,0,0,0
847,3066,@USER because you don't want to talk about Islamist violence publicly grows the Afd!!,1,0,0
848,1268,"The main thing, then, is that there really is ALL in the round of one opinion, isn't there!?",1,0,0
849,940,"Mrs. Barley has no idea. As a buyer, one has always sought a property on the free market. From private or the broker. The broker's fee is not at 7%, but can also be negotiated with the broker. And in the notarial purchase contract it is then stated that one has used the broker's service as buyer, that is, the property was brokered by the broker. That is called ""Free Market Economy"" Mrs. Barley.",0,0,1
850,142,"""Sea rescuers don't care"" Jed's ship is splendoured to rescue people from distress.",0,0,1
851,1200,"@MEDIUM It's so much a matter of opinion. It can be discussed, exactly. The equality of men and women is fact and not a part of the discussion. Living it is the task of society. Aborting patriarchal social structures by quota? Can one do it. But does that change something in the essence? I believe to eliminate injustices by creating new ones (men who can't do anything for their sex and who fall under the table in the case of a women's quota despite equal or better fitness only because of their penises) - you can indeed argue excellently about this. However, in times of series-wise impoverishment and the break-away of the middle class you have to ask yourself whether this is the central question of the distribution situation in our country at our time. And yes: they always deal with central topics, however I would like to have a longer breath there. On-line moderation: Less is sometimes more.",0,1,1
852,1191,"Without words , , just embarrassing this show",0,0,0
853,2431,"@USER Pressing on the tear gland, that can SPDler! Soon these children go safely to an elite boarding school. This clientele goes to work out of egoism of one's own satisfaction, instead of educating their children themselves. They can end up doing it. While others have to work compellingly.",1,0,0
854,1232,@USER on everyone! Gsd I only have a child (now grown up myself) and can therefore make no distinctions and would certainly not.,0,1,0
855,1349,"I don't think it's senseless. Can give you examples. On the subject of every single one I agree with you. Unfortunately, most people don't give a shit and for this reason the politics is in demand.",0,0,0
856,2468,"2018 23 billion for ,, refugees ́ ́ Any questions?",0,0,1
857,1585,@USER great!,1,0,0
858,2728,"A look at your side says, ""I HASSE AFD, this is my life elexier. ""Hass is hate, there is no good hatred.",0,1,1
859,1931,"@USER This will not help you in the face of the legalized Organmafia. They have never seen an ID, but they can no longer be punished for their actions! That's what this is about!",0,0,0
860,2812,@USER that you still see no difference,0,0,0
861,1049,@USER you are unfortunately right,0,0,0
862,423,Here's the #FACTENCHECK ! . . . https://m.facebook.com/story.php?story_fbid=161302631486809&id=100028212202868,1,1,1
863,156,"@USER, or Ossis?",0,0,0
864,2263,How hateful!,0,0,0
865,322,A German is one who ONLY has German citizenship and does not have to focus on two passports of different nationalities. It doesn't matter where the parents or grandparents come from. Who owns 2 passports has to be called a migrant.,0,0,0
866,1658,@USER Where do you get your knowledge of my (alleged) behavior?,0,0,0
867,20,"For Germans/payers there is again nothing! Work is no longer worthwhile for many normal workers ..so iss correct! Those who have to pay the minimum wage, has at StK 1 net grade 1147€! ALG1 then about 769€ and gets after 40 years 514€ pension. That's fact and sick . The money is there , but is here bunkered https://www.nzz.ch/opinion/commentaries-are-a-German-tabuthema-ld.1316333 https://app.handelsblatt.com/politics/germany/bund-asylruecklage-waechst-on-more-than-30-billion-euro-an/23255758.html?share=fb&ticket=ST-1835264-cgmNTb6ctfzzp9qIjRUW-ap4",1,1,1
868,196,"When does history begin, and when do you think it will end?",0,0,0
869,1682,No one should judge!,0,0,0
870,1753,"If Spahn had said the opposite, this lady would have said the opposite!",1,0,0
871,2119,@USER I don't understand the question?,0,0,0
872,2244,"What's that supposed to be when it gets big ""elite criticism""?",0,0,0
873,2201,"@USER You didn't even study, did you?",1,0,0
874,698,Where do the 2 million new ones actually live and who pays that even more?,0,0,1
875,1958,"You know then that you are actually dead, that brings life now ONE MALIG with you!!",0,0,0
876,1751,"When I see that apart from Mr Spahn, who is directly involved with the subject, the Greens are again invited ONLY, then I do not do the broadcast. The Greens are presented to us daily by the media. I consider this to be brainwashing. Finally, there are several other parties.",1,0,0
877,390,@USER My father too............!!!!!,1,0,1
878,862,"The lady from the LINKS is absolutely right, and it's extremely rare that I agree with them.",0,0,0
879,2470,@MEDIUM Where was actually the AfD,0,0,0
880,2782,@USER beautifully written when you consider how many millions have voted for this party --You are right also these people want to see politicians of the AfD - Thank you,0,1,0
881,889,This woman Barley is beyond good and evil.,0,0,0
882,2707,"@MEDIUM Sorry, but did you actually look at the comments? You ask me for respect for your guests. However, that is naughty. You are welcome to lock me up. This clearly goes too far.",0,0,0
883,1158,all unknown guests today what's going on...,0,0,0
884,1791,"@USER but yes, you don't?",0,0,0
885,2887,"Such a Nazi woman is a newly elected AfD country chairman in Schleswig-Holstein: ""(...) Notable: State Party Congress, state arbitral court and federal executive ignore that Sayn-Wittgenstein sent e-mails that revealed their far-right networking. The contacts range from friends of the Waffen-SS, Holocaust deniers and defenders of a Reichsideology to international right-wing extremism. This is proven by almost 80 printed pages available to the taz."" https://taz.de/AfD-Landesvorsitz-Schleswig-Holstein/!5608435/",0,1,1
886,1542,"@USER - Preaching water, drinking wine. I ate such people.",0,0,0
887,982,"with 20 people it's understated ...there must be 120, then a shoe gets drizzled",0,0,1
888,2690,asks itself only for what cool ;),0,0,0
889,1584,"She's not a climate activist, she's a Green politician!",1,0,1
890,592,This program is popular stupidity at the highest level financed with compulsory contributions (Gez) ARD and ZDF: Supervised thinking.,1,0,0
891,1613,@USER China is also very much aware of its eco-efficiency in terms of CO2 emissions..,1,0,1
892,795,@USER Invest now in real estate is very critical 1.Prices are too high 2.If interest is to be paid again you will not be able to adjust rents quickly enough 3.You can't trust the state 4.Coal had 92 connection subsidies prohibited we stood with real estate in the fire approved with cost rents of 30 DM/M2 and rents of tenants of 4.90 DM/m2 .....Since 70% of voters are tenants the policy will always protect tenants...,0,1,1
893,802,@MEDIUM Is the AfD there as well? If you get the proporz of the broadcasts (not only @MEDIUM) they are rather rarely invited.,0,0,1
894,2093,"If landlords want to make the situation their own and also have a piece of cake, then it should follow a consequence. Every euro that is required above the average rental price should be expropriated and flow into social housing. Is of course nonsense, will not happen... But something must be necessary to counteract this development. We do not come back to decent rental prices anyway. Furthermore, I observe that the private landlords are increasingly heating up the renter. Not only the big real estate companies are the scabs!",0,1,1
895,3130,"@USER Yes, the brave family father is Turkish.",0,1,1
896,941,"@USER , yes and , who orders ? The buyer does not. What do you write there?",0,0,1
897,3240,Here's an info. Refugees are going to get into inflatable boats 10 km off the coast and then fished up by Sea Watch.,0,0,0
899,2898,"@MEDIUM, how do you think it affects people who are attacked every day from racist, homophobic, anti-Semitic, anti-ziganist or anti-disabled motives when a representative of the very party that promotes such popular attacks is heard in your broadcast? Have you ever thought about what you are doing to these people?",0,0,0
900,705,Which would also relieve.. to abolish triple rental deposit..the money is often decades on the account of the landlord..who often dies ubd sees the money never again the purchasing power is gone...,0,1,1
901,1826,@USER is worse here than then in the GDR,0,0,0
902,2751,Then they're one of 100 and that's not much,0,0,0
903,1262,"@USER: There has been everything before: pants with blow, wars, stupid people...",0,0,0
904,2762,"@USER So the Green-Ecopopulist team sits in the Bundestag with 8.9%. ALL other parties have more members in the Bundestag. So and now please explain to me how you come up with that the Greens have twice as many voters as the AfD. Alone your comment ""Your brown AfD"" shows already what you want here. Tobe quiet further :-)",0,1,1
905,1010,@USER then why is half of your contribution exactly around the composition of the round?,0,0,1
906,427,"What Mr. @MODERATOR did not understand: ""Heimat Germany – only for Germans or open to all?"" implies that there is a world in which Germany cannot be my home because my father was invited by the German state over 50 years ago. The idea behind it is NPD and in parts that are not smaller than AfDer propaganda.",0,1,0
907,1655,"The acid rain was a very serious problem, which could only be tackled by decisive action by the politicians, although the problem is still there today, but the measures have taken effect and led to a substantial reduction in sulphur in the atmosphere.",0,1,1
908,1415,"@USER: Well, today too many alternative facts at breakfast?",1,0,0
909,1855,Every surgery is a assault so you have to sign.,0,1,1
910,378,every German feels when he is on vacation.. there he is the foreigner..,0,0,1
911,18,"If the industry is supposedly doing so much, I wonder why things are getting worse and worse.",0,0,0
912,1975,"Bravo, finally true words from a competent doctor! Mr. Spahn has the wrong job ......",1,1,0
913,1447,"Marius Chmielorz, if I listen to you, it's all about cars.",0,0,0
914,2621,"Yes, the Green Waters preach and drink wine themselves.",0,0,0
915,2054,"I'm not sure if you should be lenient with them or make an example of them. The latter would make the EU completely silent, because if you look at the British on your own just after the Brexit decision the course of your beloved pound is smeared off, you can imagine how the country could go to the dogs in the tough Brexit.",0,1,1
916,1630,"@USER ...now, basically you're right. We still don't have a sufficient opportunity to eat the electricity. In fact, it stays as it is today. Even today there are more, or less peak times. Even today, too much electricity is produced. It is also delivered today and also yesterday, then abroad. If we consume more electricity, it will be bought back abroad. As long as we can't save new electricity, this will be maintained. In short, there is nothing new, even without renewable energies for decades.",0,1,1
917,1065,"@USER is actually a completely different problem: the overall far too low wages and the agglomeration of jobs in the cities. The Germans spend a lot of money on the EU and are paymasters for many other states. In addition, the generous interpretation of the asylum law. The welfare state is constantly being inflated. All this costs and it is at the expense of the simple wage earner. Of course, in greater numbers the real skilled workers, who then also lack the money.",0,1,1
918,546,@USER can I help you somehow to contact a doctor or psychologist?,1,0,0
919,1560,Thanks also for the opening of my comment. So the '@MODERATOR' became a deep 'Plastal'.,1,0,0
920,1676,To Spahn I do not want to express my appreciation he belongs to the response like a jeans,1,0,0
921,2105,Most Germans take everything. Are too lazy and too lazy to get up - sad!,1,0,0
922,1588,"If Mrs. Neubauer sends you to Africa for 3-4 years, then you can join us! We live here on a very high horse.",1,0,0
923,608,"@USER there were some of the other parties not, and who itches? PS: @USER what was it like with the misfits? That you go there as an AfD fanboy at all. Magnificently contradictory.",0,0,1
924,2250,So 2 minutes gucked wůrk All complain about the other godfathers only.,1,1,1
925,1887,But who knows if organs are removed for paying customers after our death? I don't believe anything anymore.,0,0,0
926,3093,"if he would deal with the increasing (and in relation, even if it is probably difficult for him) higher Islamist violence. e.g. 700 men and women are facing 39 extreme right. The percentage of Islamist men and women is much higher!!",0,0,1
