,Unnamed: 0,id,prediction0,prediction1
606,606,"Ost/West unter einen politischen Hut zu bringen, gelingt nicht, weil die Politiker ja den Unterschied immer noch nach so vielen voran treiben! Unterschiede im Gehalt, bei den renten usw.. Und alle 4 Jahre pünktlich zu den Wahlen erinnern sie sich dann mal an die ""ossis"". Und auch nur, weil die Stimmen gebraucht werden. Da braucht sich doch keiner wundern!!! Trollt euch und schämt euch liebe Politiker! Ihr seid die, die die Unterschiede doch haben wollt!",0.1324295103549957,0.8675705194473267
607,607,genau diese möchtegernpolit iker wie herrn kühnert brauchen wir nicht. haben schon genug unfähige...,0.0366746038198471,0.9633254408836364
608,608,Interessante.. Gähn langweilige Show. Nur Befürworten für Corona. Impfung. Typisch für die Altmedien.,0.1704269498586654,0.8295730948448181
610,610,Hauptsache wir tragen weiterhin sinnlose Masken 😬,0.2592920958995819,0.7407078742980957
612,612,"So ein Quatscher , soll nach China gehen.",0.0817810595035553,0.9182189702987672
613,613,"Wie kann eine Partei so dumm sein, die UNERTRÄGLICH schrille nervende Stimme von Baerbock der wohltemperierte n sympathischen von Habeck vorzuziehen. Die Baerbock wird beim Wahlvolk so gut ankommen, wie ZDF-Kommentator in Claudia Neumann bei den Männerfußballfa ns.  Aber, dass Parteien wenig mit Klugheit zu tun haben, sieht man an den CDU-Delegierten , die zuerst Laschet Merz vorziehen, um jetzt Söder Laschet vorziehen zu müssen, wenn sie nach der Bundestagswahl nicht als ganz dumm dastehen wollen.",0.112758956849575,0.8872410655021667
616,616,"Da kann man doch mal sehen, wie krank Deutschland ist. Den Verantwortlichen geht es um die eigene Macht und nicht ums Volk! Das ist schmutzig!!",0.1829618066549301,0.8170381784439087
620,620,"15 Jahre Merkel und Co und Deutschland ist runtergewirtschaftet, Deutschland ist eine digitale Wüste und die Gesundheitsämter und andere Behörden arbeiten noch mit Papier und Fax 🤮😡, der Bundestag auf 700 Abgeordnete aufgebläht und kein Ende in Sicht weil es die CDU/CSU verhindert hat genauso wie ein ""wirklich Transparentes Lobbyregister"" Ich wünschte mir fast das die Union auf das Niveau der SPD rutscht und die Grünen, FDP gleichauf liegen! Dann müssen wirklich alle mal zusammen arbeiten!!",0.208936721086502,0.7910633087158203
627,627,"Im Sonnenkalender (dieses Jahr ist es 1400) wird der erste ""Tir"", der Beginn des Sommers, immer als der längste Tag des Jahres bezeichnet und im Persischen (Sommersonnenwe nde) genannt. Im alten Iran wurden an diesem Tag Feiern und Freuden abgehalten.",0.9516153335571288,0.0483846999704837
630,630,Vielleicht sollten Blockwarte herumlaufen und säumige Staaten an ihre demokratische Pflicht erinnern...,0.2432256340980529,0.756774365901947
633,633,"Johannes Vogel, FDP spricht von einer studie / mmmm mit hoher wahrscheinlichkeit eine nach impfung geben gegen mutationen. Definition Studie. Grundsätzlich wird unter einer Studie eine Vorgehensweise verstanden, mit der neue Erkenntnisse gewonnen werden können.also wird ein mRNA impfstoff der nur eine notzulassung hat verimpft. studie/mRNA experimentelle Impfstoffe: Es ist ein Versuch mit ungewissem Ausgang. ""Nürnberger Kodex""",0.8605361580848694,0.1394639015197754
636,636,Kompliment an die Leistung von Österreich. Glückwunsch Italien. Spannendes Spiel.,0.96249920129776,0.0375007428228855
637,637,"Ich habe die Sendung diese Woche gesehen. Ich verstehe nicht, weshalb kleine Festivals abgesagt werden, aber die Fußball Europameisterschaft teilweise mit 60000 Zuschauern stattfindet.",0.9376149773597716,0.0623850151896476
638,638,Genderschrott.,0.2815182209014892,0.7184817790985107
639,639,Immer und immer wieder wird gesprochen und wenig gehandelt (Ausnahme zum Teil Herr Heil.),0.9121434092521667,0.0878566429018974
640,640,Keine Ahnung wie das Wetter wird. Wenn der Sommer nicht zu trocken wird ist er meines Erachtens gut.,0.950671911239624,0.0493281297385692
644,644,Jetzt kommen alle aus ihren Löchern gekrochen und sind enttäuscht und traurig....Spin ner!!!,0.0829440057277679,0.9170559644699096
645,645,Matthew Skywalker,0.8927751183509827,0.1072248443961143
650,650,Die Wahrheit wird nicht ausgesprochen wie immer,0.9330936670303344,0.0669064000248909
651,651,"In der Krise kann man ganz klar erkennen, wer die Profiteure sind. Großunternehmen und die eh schon reichsten Menschen der Welt!!! Viele der ""normalen Menschen"" bleiben einfach auf der Strecke! Ich lehne mich Mal aus dem Fenster und behaupte, das dieses von Kapitalismus zerfressene System bald wie ein Kartenhaus zusammenbricht! So wie es jetzt ist, kann und wird es nicht weitergehen!",0.2655278742313385,0.7344720959663391
652,652,Wieso werden immer nur so drittklassige Journalisten mit ihren zumeist abstrusen Meinungen geladen so wie diese Bettina Gaus? :-(,0.1662100553512573,0.8337899446487427
656,656,Alice Weidel spielt auf einen Bericht der Uni Duisburg Essen an. Was ist dran an der Kritik am PCR-Test? Das erfahren Sie hier: https:// kurz.zdf.de/ K5S0/,0.9322026371955872,0.0677974224090576
657,657,Es wird euch nichts anderes übrigbleiben wenn ihr innerhalb der Partei nicht mit Lobbykratismus und Kleptokratismus und Vetterleswirtsc haft Brecht und endlich sauber macht. Die Bürger lassen sich nicht mehr für blöd verkaufen und der Deutschlandhass erfilm muss wieder eingestellt werden. Wer die Deutsche Flagge hochhält oder trägt ist kein Nazi.,0.2017236799001693,0.7982763648033142
659,659,"Ich bin erstgeimpft mit Astra Zeneca. ( 43J.)Kinderkran kenschwester Nun steht am 5.5. mein zweiter Impftermin aus. Und nun, welche Zweitimpfung??? ? Astra auf eigene Verantwortung. Was ist wenn Nebenwirkungen auftreten, wer haftet. Ich selbst? Biontech als Zweitimpfung. Keiner weiß Bescheid über eine Kreuzimpfung und dessen Folgen. Es ist eine Schande was mit uns gemacht wird. Ich bin ratlos.",0.1383610218763351,0.8616390228271484
663,663,"Also, viel Arbeit kann man nicht haben im Vorstand.",0.8907943964004517,0.1092056557536125
664,664,"Knapp 100 Tage vor der Bundestagswahl steht das Wahlprogramm der Union. Auf 139 Seiten wird ausgeführt, wie CDU und CSU ""Stabilität und Erneuerung"" zusammen bringen wollen. Für Teile der milliardenteure n Vorhaben ist die Finanzierung allerdings unklar: https:// kurz.zdf.de/ 9k2V/",0.9106146097183228,0.089385412633419
666,666,"Bundestagspräsi dent Schäuble verabschiedet Christian Schmidt, der als Abgeordneter nach der Wahl ausscheiden wird.",0.9090170860290528,0.0909828469157219
675,675,"Wir leben nun mal in einer ""Wegwerfgesells chaft"", das hat alles nichts mit Nachhaltigkeit zu tun. So ist das System!",0.1342508792877197,0.865749180316925
676,676,Make love - not war,0.891752302646637,0.1082476675510406
678,678,"Da ich meine erwebsminderung srente versteuern muss , da mein Partner arbeitet . Ist der hick Hack Vermögenssteuer nur Augen wuscherrei .",0.0393126308917999,0.9606873989105223
679,679,Ich bin Zahnärztin und bin selbst mit AstraZeneca geimpft worden. Allerdings zu dem Zeitpunkt waren noch nicht die Fälle der Sinusvenenthrombose bekannt.  Ich habe selbst mit Kollegen recherchiert und die Anzahl der einzelnen Bevölkerungsgruppen und deren Anteil an Coronatoten über RKI und andere renommierte Institutionen genommen und im Verhältnis der bekannten Todesfälle bei AstraZeneca gesetzt. Auf das gleiche Ergebnis muss wohl auch das Paul Ehrlich Institut gekommen sein .,0.9298145174980164,0.0701854377985
680,680,"Seit vielen Jahren sehe ich mit großem Interesse ""Hart aber Fair"". Die Sendungen waren meistens gut bis sehr gut. Sie sind jedoch viel besser geworden dadurch das Weglassen von Publikum. Seit keine Zuschauer mehr im Raum sind, sind die Diskussionen sachlicher, intensiver und redlicher. Die Teilnehmer konzentrieren sich auf die Argumente des Anderen und versuchen nicht mehr in erster Linie einen Applaus zu erzeugen. Solange KEIN Publikum rein darf, werde ich versuchen keine Sendung zu verpassen. Mir wird es aber sehr schwer fallen wieder Hart-aber-Fair MIT Publikum zu anzusehen. Denn MIT Publikum entspricht die Sendereihe nicht mehr ihrem Titel, denn ""fair"" ist es mit Publikum nicht. In den Saalpublikum-Se ndungen wurden immer alle Äußerungen der Grünen mit donnerndem Applaus des Löwenanteils des Publikums verstärkt. Dies spiegelte in keinster Weise die Zusammensetzung der BRD wieder, denn ein Applaus von 80 % des Studiopublikums steht Wählerzahlen (Umfragen) der Grünen von 15% bis 27% gegenüber. Was immer unangenehm auffiel war: Egal ob es eine starke oder schwache Aussage war, ob sie vernünftig oder unsinnig war, der Disskussionsbei trag eines(r) Grünen bekam stets Beifall als ob sie gerade ein Mittel gegen Krebs aus der Tasche gezaubert hätten. Durch das UNOBJEKIVE (!!!) Publikum wurden bestimmte Aussagen verstärkt, andere, teilweise bessere, wurde quasi totgeschwiegen durch Null Applaus, nur weil sie von einem CDU-Mann oder einem Liberalen kamen. Was mir immer Sorge gemacht hat: Bei den schrecklichen Ultra-Rechten wurde durch diesen einseitigen Beifall so viel Hass erzeugt, daß man Angst bekommen konnte, WIE wütend diese Leute sich nach den Appalus-Sendung en äußerten. Psychologisch rührt dies daher, daß sie sich durch eine sichtbar parteiische Publikumsausric htung in eine Ecke gedrängt fühlten - und ein Tiger in der Ecke ist am gefährlichsten. Hass ist nie gut und wir sollten allles tun um nicht Öl auf's Feuer zu geißen, sondern Hass durch SACHLICHKEIT abzubauen. Diese Sachlichkeit haben die neuen Sendungen ohne Publikum in bester Form. Ich kann ""Hart aber Fair"" nicht herzlich bitten, NIE WIEDER Publikum einzuladen. Weiter so.",0.8708183765411377,0.129181683063507
681,681,"Nichts neues, bevor die Felder riesengroß würden gab es Feldraine  teils mit Bäumen, meist Obst. Man solle Mal Boden Testen, am  ,,Echten ,, Feldrain und mitten drin, Schaut wo mehr Tierchen und Bodenbakterien leben. Wo ohne Dünger es besser wächst und gedeiht.",0.8825594782829285,0.1174404993653297
693,693,Ich glaube Herrn Lauterbach kein Wort mehr. In viele US Bundesstaaten gibt es keine Maßnahmen mehr und nichts ist passiert. Dieser Psychopath gehört sofort weg 😡😡,0.0970475599169731,0.9029524326324464
695,695,Unzureichend. Die Strafe ist ja mild für die Tat.,0.8675727844238281,0.1324272006750106
697,697,"Politik und Medien versuchen seit Tagen uns die Situation schön zu reden. Die Realität besteht für die meisten aber nicht aus Urlaubsplänen sondern dem entnervten Versuch einen Impftermin zu ergattern. Mit Tausenden hängt man in den virtuellen Warteräumen der bedienerunfreun dlichen Impfportale fest und vergeudet dort seine Zeit. Oder man steht auf unendlich langen Wartelisten bei den Hausärzten. Von der Politik wird das ignoriert, von den Medien tunlichst tot geschwiegen. 👎",0.1866526901721954,0.813347339630127
698,698,"Ein spannendes Spiel, von beiden Mannschaften und am Ende knapp gewonnen⚽🙂 Viele Tore, viel Leidenschaft und weitesgehend fair gespielt. Österreich kann verdammt stolz sein! Zugegebenermaße n hätte ich Österreich den Sieg einen Ticken mehr gegönnt, aber für Italien hat sich am Ende eben durchgesetzt. Hoffentlich sind die restlichen Partien aus der k.O Phase genauso spannend.",0.8918324112892151,0.1081675142049789
699,699,"So viele Eigentore wie dieses Jahr gab es noch nie bei einer EM. Unter den diesjährigen Pechvögeln sind neben vier Torhütern auch die Abwehrspieler Mats Hummels, Rúben Dias und Raphaël Guerreiro. Alle Eigentore der EM-Gruppenphase : https:// kurz.zdf.de/ IWnFkG/",0.8742508292198181,0.1257491409778595
700,700,Oder liegt es eventuell daran das die Bevölkerung immer weiter wächst ?,0.9023838639259338,0.0976161435246467
704,704,"Und ganz nebenbei wurde das Infektionsschut zgesetz mit durchgewunken. Nun kann noch mal ein Jahr lang die Regierung die Grundrechte einschränken und das sogar, ohne dass eine Notlage, eine Epidemie von Nationaler Tragweite vorliegt. Es reicht, wenn irgendwo auf dem Planeten eine xy Mutation gefunden wird. Das betrifft nicht nur Reisen, sondern auch zum Beispiel die Unverletzlichke it eurer Wohnung und vieles mehr. Das kann man so schön in so einer Mammut-Sitzung verstecken und keiner merkts. Zdf hat es übrigens nicht in ihre Grafik gebracht. Warum nur?",0.1933730989694595,0.8066269159317017
712,712,U're looking nice,0.8918901085853577,0.1081099361181259
713,713,Das ist eine Thema so alt wie die Welt ist. Es gab immer schon Arm oder Reich. Jeder ist seines Glückes Schmied. Ganz wichtig ist auch in welchem Milieu man geboren wurde.,0.9238379001617432,0.0761621370911598
717,717,"Da sie die ansteckendere Variante ist wird sie sich auch auf kurz oder lang durchsetzen. Allerdings ist doch lediglich entscheidend ob die Infektionszahle n stabil bleiben. Da können 15 % schonmal weniger Infizierte in der Totalen sein, als 6% vor einer Woche",0.8966913819313049,0.1033086404204368
719,719,"Lockdown wird immer noch nicht aufgehoben. Wir bekommen jetzt die Panikmache mit der Delta Variante. Das Griechische Alphabet hat ja noch ne Menge Buchstaben, also einige ""Mutationen"" bekommen wir noch aufgejubelt weil in der Wahlkampfphase jetzt alle den Schiss in der Hose haben ...",0.2962856590747833,0.7037143111228943
720,720,die korrupte €DU/€SU wird gar keine rolle mehr spielen... abwählen!,0.1623469591140747,0.8376531004905701
721,721,Hallo ZDF… mal wieder beim Zensieren??? Vom Mainstream leider schon gar nichts andres mehr zu erwarten… Hauptsache die Beiträge fließen???!!!,0.2090106457471847,0.790989339351654
722,722,Während meine Kindheit in der DDR war das auch ständig Thema. Warum nur?,0.8738041520118713,0.1261958181858062
728,728,"Sehr geehrter Herr Vogel,  ein lindnern in der Politik hilft nicht weiter.  Gut, dass ihre FDP 2018 von der Regierungsbildu ng den Schwanz eingezogen hat. Wahrscheinlich ist unserem Land viel erspart geblieben.",0.1809045523405075,0.8190954327583313
730,730,"Das war ein guter und mit der Praxis verbundener Kommentar.- Und wie ich die Bewegung zur Zeit sehe, werden nach und nach immer mehr Einrichtungen, Betriebe und Gesellschaften davon Gebrauch machen, dass sie geimpfte Mitarbeiter bevorzugt einstellen und beschäftigen werden, denn alle werden erreichen wollen, dass ihr Unternehmen frei von Corona Infektionen sind oder bleiben.",0.9219306111335754,0.0780693814158439
732,732,"Bei der Triage hat der Ethikrat immer wieder betont, dass der Wert von Menschenleben *nicht* an der Zahl Geretteter bzw. Verstorbener festzumachen ist. Nun wenden sich viele von der deontologischen Sicht ab - hin zu einer utilitaristisch en Perspektive. Das ist problematisch, weil hier der Wert des Lebens infrage gestellt und man auch bei künftigen Entscheidungen jeglicher Art Opfer in Kauf nehmen wird.",0.9055612683296204,0.0944387093186378
735,735,"Wann werden die Ärzte, Richter und Gutachter bestraft die so jemanden, egal welcher Nationalität auf freien Fuß lassen",0.8636566400527954,0.1363433748483657
738,738,"Die Delta-Variante hat sich in Deutschland fast verdoppelt. Um die Inzidenzen niedrig zu halten, plädiert RKI-Chef Wieler für Tests und Maskenpflicht an Schulen bis Frühjahr 2022. Mehr Infos dazu: https:// kurz.zdf.de/BPF/",0.9105324745178224,0.0894675850868225
740,740,"Ex-Fußballprofi Jimmy Hartwig spricht bei Jochen Breyer über Rassismus und die Anfeindungen, die er in seiner Jugend und seiner Karriere erlebt hat. Das Video dazu: https://kurz.zdf.de/2OCV/",0.9045363068580629,0.0954637005925178
742,742,"Man merkt,die Coronasituation ist ganz komfortabel👍",0.8695840835571289,0.1304159015417099
743,743,"Wir haben den handlungsfähige n Staat schon vor vielen Jahren verloren. Alles muss berücksichtigt werden, ethisch, divers, ökologisch, usw was letztendlich dazu führt das ein Feldhamster dafür sorgt, daß Milliarden teure Projekte nicht umgesetzt werden können, das Gleiche betrifft Corona, weil man schön moralisch Impfstoff teilen wollte und ganz überraschend andere Nationalstaaten an ihre Nation denken, diese linksrotgrünver siffte Denke kostet uns alles",0.0841862335801124,0.9158138036727904
744,744,so wenig Emphatie in diesem Kommentarbereic h... das ist zum 🤢 Einfach mal dran denken eure Liebsten wären dort unten😉 den Kameraden baldige Genesung 🤞,0.074897401034832,0.9251025319099426
745,745,"Ich möchte darauf hinweisen, dass momentan jeder in Berlin sich bei seinem Hausarzt impfen lassen kann. Meine Tochter ist heute bei ihrem Hausarzt geimpft worden und ich werde am Sonntag, d. 11.04.2021 geimpft",0.9335845112800598,0.0664155185222625
749,749,bei dieser Parteienlandsch aft mit ihren Kandidaten fällt es mehr als schwer zu wählen. Ist doch einfach nix mehr wählbar🤷 Immer nur hohle Phrasen und Symbolpolitik. Und sie wirken immer so als wenn es ihnen eh egal wäre.,0.0783246904611587,0.9216753840446472
750,750,Vor allem dieser Schwachsinn von wegen lächerlichen 20 Impfdosen pro HausarztPRAXIS  Geht's noch ? ? ?  Muss doch nach Größe der Praxis gehen  So kann eine Wald und Wiesenpraxis mit 500 bis 1000 Patienten ganz schnell ihre Patienten impfen und sogar Jüngere impfen  Und bei meiner Grosspraxis mit 7 Ärzten und bestimmt über 10.000 bis 25.000 Patienten guckt man dann EWIG in die Röhre,0.2005642503499984,0.7994357347488403
752,752,mein Gott... Herr Scholz..... was sind sie Schwach !!! erbärmlich !,0.0972282215952873,0.9027718305587769
756,756,"Mir fällt grad eine idee ein 😄😄😄😄  Ich könnte im darknet kosmetik verkaufen. Feuchtigkeitscr eme mit koks versetzt das über die haut aufgenommen wird. So jedenfalls die produktbeschrei bung 😆😆😆😆  Ein innovatives produkt aus japan. Zwei funktionen in einem 😄😄😄  Dann wenn bestellungen rein kommen, schick ich denen einfach die feuchtigkeitscr eme, dass natürlich keine drogen enthält. Und wenn die wollen, können die mich gerne anzeigen 🤣🤣🤣🤣🤣🤣  Und das ganze ohne garantie usw. da privat verkauf hahahahaha 🤣🤣🤣🤣",0.1448367238044738,0.8551632761955261
758,758,Fahrgäste der Deutschen Bahn müssen sich bis August nicht auf einen Streik einstellen. Die Gewerkschaft Deutscher Lokomotivführer (GDL) will als erste Arbeitskampfmaßnahme ihre Mitglieder zu einer Urabstimmung aufrufen. Mehr dazu lesen Sie hier: https://kurz.zdf.de/dILw/,0.9259985685348512,0.0740014761686325
762,762,"Kulturlos, das ist nicht mehr lustig😰😠 vor 1 Jahr hatten wir nur Abstand, Stoffmasken, Desinfektionsmi ttel und kluge yHygienemassnah men. Wiesbadener Maifestpiele fanden statt. Jetzt haben wir Ffp2 Masken, Tests, Impfungen und Hygiene Regeln. Maifestpiele wie so vieles sind geschlossen gewesen. Und man diskutiert Inzidenzwert 20. 😰😠",0.2315098494291305,0.7684901356697083
765,765,"Ein weiterer Nichtsnutz des Lindnerclans , der seinen Senf loswerden will ... Stimmung machen aber null Alternativen",0.1490574181079864,0.8509425520896912
768,768,"Die britische Regierung möchte Personal in Pflegeheimen verpflichten, sich gegen das Corona-Virus impfen zu lassen. Für weitere Informationen, schauen Sie sich gerne das Video über den folgenden Link an: https://kurz.zdf.de/Va9/",0.9085513353347778,0.0914487242698669
769,769,Trotz Corona-Impfung fehlt manchen Menschen der Immunschutz. Welche Risikofaktoren gibt es? Was müssen Risikogruppen beachten? Die wichtigsten Fragen und Antworten: https:// kurz.zdf.de/lmu/,0.9070316553115844,0.0929683893918991
771,771,"Es geht um die Wahl in Sachsen-Anhalt und dann Markus Blume einzuladen, der Generalsekretär der CSU, die in Sachsen-Anhalt gar nicht zur Debatte stand finde ich schon sehr mutig.",0.8831124901771545,0.1168875023722648
776,776,"Es zeigt sich jetzt schon wieder das hässliche Gesicht der Zwei-Klassen-Pa ndemie. Meine Mutter ist 84 und handylos, ich bin Hartz 4-Empfänger mit Uralthandy. Das heisst, wenn die App kommt und das die Eintrittskarte werden soll, um in Restaurants, Geschäfte etc. zu kommen, werden wir ausgeschlossen bleiben von Vergünstigungen . Was für ein tolles Land!",0.1788870990276336,0.8211129307746887
778,778,Sorry die Ministerin geht gar nicht .es ist beschämend was Kinder wert sind .Aber man hat es beim Urteil vom Metzelder gesehen Kinderpornograp hie 10 Monate...,0.1706110835075378,0.8293889164924622
780,780,"Ich denke es gibt jetzt keine neue Welle. Der Anstieg beruht ja letztlich darauf, dass die anderen Varianten alle weniger werden und die Delta-Variante stabil bleibt. War ja zu erwarten, dass im Herbst dann die Delta-Variante vorherrschen wird und die nächste Welle unter den verbleibenden Ungeimpften auslösen wird.",0.9426054954528807,0.0573944970965385
781,781,Danke für eure Arbeit,0.8868489265441895,0.1131511107087135
782,782,"Aufrüstung, Krieg, Terror, Dürre, Klimawandel: Die Auslöser für Hunger und Not von Millionen Menschen sind vielfältig. Wir zeigen die verschiedenen Facetten und Nachrichten rund um das Thema Hunger:  https://kurz.zdf.de/RNq/",0.8998085260391235,0.100191481411457
784,784,Im zweiten Achtelfinale der EURO 2020 trifft Italien auf Österreich! Anpfiff ist um 21 Uhr im Wembley-Stadion in London.,0.979891002178192,0.0201089922338724
785,785,"Vielen Dank an Herrn Plasberg diese junge grüne Dauerstudentin eingeladen zu haben. Frau Lang repräsentiert als stellvertretend e Parteichefin der Grünen perfekt warum diese hyperaktiven Schwätzer in unserem Land keine wichtige Rolle einnehmen sollten. In wenigen Tagen demonstrieren Baerbock, Habeck und diese weibliche Null wie sich die Grünen im Wahlkampf selbst vernichten.",0.125946894288063,0.8740530610084534
786,786,Diese Frau ist verrückt geworden. Sowas gehört bestraft‼️‼️‼️😡.,0.0750713050365448,0.9249286651611328
787,787,"Die Bergung von E-Scootern aus dem Rhein in Köln könnte Ende Juni beginnen. Abhängig von der Genehmigung der Behörden solle die Aktion am 28. und 29. Juni starten, erklärte am Montag die Plattform Shared Mobility, zu der nach eigenen Angaben neun Anbieter, darunter auch E-Scooter-Verleiher, gehören. Beauftragt sei eine auf Unterwasserdrohnen spezialisierte Firma aus den Niederlanden.",0.9488833546638488,0.0511166788637638
788,788,"Nun spricht Christian Lindner, Fraktionsvorsit zender der FDP.",0.9149243235588074,0.0850757360458374
789,789,Corona Insolvenzen werden die Allianz Regulierungen in unserem juristischem System weiter ergänzen .,0.8903608918190002,0.1096391007304191
790,790,"Ich wünsche den Angehörigen mein Beileid und viel Kraft! 🙏🏽 Und den Verletzten eine schnelle Genesung. Was für ein trauriger Moment.  Vielen Dank für den Einsatz, Polizei Unterfranken.",0.8986700773239136,0.1013299226760864
792,792,Wenn man es von Anfang an so gemacht hätte wäre es sicher kein Problem gewesen aber jetzt wenn Ungarn spielt hat es auf jeden Fall einen politischen Hintergrund meine Meinung,0.9198235869407654,0.0801763758063316
793,793,"""Schon ab"" hat mir gefallen",0.9214536547660828,0.0785463079810142
797,797,"In Tschechien hat ein Tornado mindestens fünf Menschen in den Tod gerissen - rund 200 wurden verletzt. Ein Politiker spricht von der ""Hölle auf Erden"". ""Es sieht aus wie in einem Kriegsgebiet - das ist wirklich erschütternd"", so ZDF-Korrespondentin Britta Hilpert. https://kurz.zdf.de/iLp/",0.8802172541618347,0.1197826787829399
803,803,"Solange es keine Herdenimmunität in der Bevölkerung gibt, ist es durchaus angebracht, im ÖPNV und in Geschäften Masken zu tragen. Eine 4 Welle wird möglicherweise kommen, aber das muss nicht unbedingt heißen, dass wieder ein Lockdown kommt. Jedenfalls nicht, wenn die Impfungen weiter voran schreiten und die Bevölkerung Vernunft und Vorsicht walten lässt.",0.8938778042793274,0.1061222180724144
805,805,"Liebe Nutzer*innen, wir freuen uns über die rege Beteiligung an dieser Diskussion. Bitte bleiben Sie aber fair und respektvoll untereinander und auch gegenüber unseren Gästen – danke.",0.9597874879837036,0.0402125380933284
810,810,"Dann dürften diese ganzen jämmerlichen Gestalten nicht mehr gewählt werden. Seit Monaten wird von allen Durchhaltevermö gen gefordert weil die „Regierenden“ nichts auf die Reihe bekommen: Impfungen, Selbsttests... wenigstens füllen sie sich die Taschen mit Maskendeals.",0.1666094660758972,0.8333905935287476
811,811,"Liebe Nutzer*innen, wie haben Sie die Diskussion erlebt? Wir freuen uns auf Ihre Kommentare und Anregungen.",0.9745270609855652,0.0254729576408863
814,814,"Interessant, dass es immer männliche Täter sind. Wo sind die ganzen weiblichen Fundamentalisti nnen, Sexualverbreche rinnen, Attentäterinnen ? Da gibt es, wenn überhaupt, nur sehr vereinzelt weibliche Täter.",0.2091066688299179,0.7908932566642761
815,815,Immer dieses Pauschalisieren . Das hat das Kücken früh gelernt. Wäre v. d. Leyen ein Mann... Wäre sie auch schon lange zurück getreten. Was ist das für eine primitive Argumentation? 🤔,0.0231424570083618,0.9768575429916382
816,816,"Ist mir wirklich sowas von egal..., der Wähler hat ja eh nichts zu sagen in dieser doch so vorbildlichen Demokratie😡. Und ganz egal, ob die Grünen, CDU, CSU, es geht doch allen nur um ihre eigenen Interessen, ihren Machterhalt und um Geld..., wird schon so gedreht das es passt. Und sollte es nicht genügend Mehrheiten geben, man sich nicht einigen, wird Merkel vielleicht den Laden vorübergehend weiterregieren. .., wer weiß das schon. Ich habe jedenfalls von sämtlichen Politikern die Nase einfach nur gestrichen voll !!",0.2563380897045135,0.7436618804931641
819,819,Die haben von ihrem Präsidenten die Schnauze voll das geht da drüben dann ganz schnell der muss aufpassen wenn er jemanden verärgert hat ist er bald verschwunden,0.1235462203621864,0.8764537572860718
821,821,Von der Runde der einzig der etwas real ist.,0.8838728070259094,0.1161272227764129
823,823,"EuroUschi von der Leyen möge ihren Größenwahn und ihre Selbstherrlichk eit ablegen. Zur Toleranz gehört es auch, zu akzeptieren daß andere Länder andere Wertvorstellung en haben.",0.2866415083408355,0.7133585214614868
824,824,"Und die nächste Talkhow die sich Thema ""Judenhass vor Synagogen"" entzieht und es damit Tod schweigt. War ja scheinbar nicht genug was die Woche hier in Deutschland passierte.",0.2545274198055267,0.7454726099967957
830,830,Und schon wieder eine wundervolle Inspiration für den Einsatz des Urherrechts.,0.9079099893569946,0.0920900106430053
833,833,War da nicht mal was mit Bonus-Flugmeile n?,0.8844319581985474,0.1155680865049362
836,836,"Es ist schon fantastisch wie heute etwas gut sein soll, was vor 20 Jahren zum Ozonloch beigetragen hat. Neben FCKW war es damals der E-SMOG. Und heute plötzlich wollen wir alles auf E machen und mit Lithium Batterien, deren Herstellung mehr CO2 in die Luft ballern, als das was wir derzeit haben. Irre. Und nicht zu vergessen beim Umweltschutz das wir in Deutschland eine Maskenpflicht für Einwegmasken haben. Absurder und mehr Doppelmoral geht nicht. Warum berichtet ihr nicht mal so rum",0.2972047328948974,0.7027952671051025
837,837,"Das zwischenzeitlich ca. 35% der Bevölkerung komplett geimpft sind, scheint diese Panikschürer überhaupt nicht zu interessieren 😡",0.0318258106708526,0.9681742191314696
838,838,45000 Fans in England ins Stadion ? Was soll das ??? Ist die 4. Welle so sehr gewünscht! Wie bescheuert ist DAS s,0.183504581451416,0.816495418548584
840,840,"Traurig ist das! Ganz traurig! Es gibt Menschen, die durch Krankheit etc. gar nicht so lange leben. Und unsere Regierung wirft das Geld weiter zum Fenster raus. Unser Geld ist immer weniger wert... Mir graut es schon vorm Alter!!!! Und der Knaller schlechthin, dass wir bis 70 arbeiten sollen/müssen. Vermutlich muss ich mir vorher Prothesen in meine Hände einsetzen lassen als Physio🤦‍♀️🤣😩#ganztraurig",0.0682270899415016,0.9317728877067566
843,843,"Liebe Nutzer*innen, was sind Ihre Meinungen zum Thema? Wir freuen uns auf einen intensiven Austausch und eine spannende Diskussion.",0.976576805114746,0.0234232600778341
853,853,"Herzlichen Glückwunsch und bitte so weitermachen!! Der ÖR ist unverzichtbar. Ich bin froh, dass wir in Deutschland so etwas haben. ",0.8681473135948181,0.1318527162075042
859,859,"Liebe Nutzer*innen, unsere Gäste haben in der gestrigen Sendung über Deutschland in der Coronakrise diskutiert. Was sind Ihre Meinungen zum Thema? Wir freuen uns auf eine spannende Diskussion.",0.959264636039734,0.0407353788614273
865,865,"Ich kann diesen Menschen einfach nicht mehr sehen und hören, bitte treten sie endlich zurück sie haben komplett versagt!",0.2963371574878692,0.7036628127098083
